_step,train/perplexity,_runtime,mfu,lr,val/loss,train/loss,tokens,val/perplexity,iter,_timestamp,n_params,use_cosine_sched,init_from,wandb_project,log_interval,pos_enc_type,n_params_wo_embedding,beta1,out_dir,eval_interval,device,d_model,dropout_rate,decay_lr,max_iters,norm_first,datetime_now,weight_decay,wandb_run_name,symmetric_rels,always_save_checkpoint,model_name,compile,max_seq_len,grad_clip,bias,batch_size,warmup_iters,dtype,sa,activation,rca,eval_only,n_layers,gradient_accumulation_steps,vocab_source,symbol_type,sym_attn_n_symbols,wandb_log,trainable_symbols,vocab_size,rca_type,learning_rate,eval_iters,beta2,group,name,Generated Samples
22000,5.730186939239502,9487.953597068787,3.0951487831361515,0.001,1.7458676099777222,1.7455064058303833,2883584000.0,5.732283115386963,22000,1715767234.324307,4636032,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,508032,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_03_22_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,disentangled_v2,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,
24000,5.688007831573486,10347.532797813416,3.0999458216528084,0.001,1.7383530139923096,1.7381200790405273,3145728000.0,5.689335346221924,24000,1715768093.9035077,4636032,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,508032,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_03_22_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,disentangled_v2,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,
26000,5.644018650054932,11207.12669801712,3.099739843398723,0.001,1.7305970191955566,1.7303550243377686,3407872000.0,5.645350933074951,26000,1715768953.497408,4636032,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,508032,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_03_22_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,disentangled_v2,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,
28000,5.606106758117676,12066.79754781723,3.0998197156199887,0.001,1.7236621379852295,1.7236196994781494,3670016000.0,5.6063714027404785,28000,1715769813.1682577,4636032,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,508032,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_03_22_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,disentangled_v2,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,
30000,5.564154148101807,12926.429296970367,3.099942830761455,0.001,1.7181811332702637,1.7161155939102173,3932160000.0,5.5757155418396,30000,1715770672.8000069,4636032,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,508032,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_03_22_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,disentangled_v2,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,
32000,5.5473737716674805,13786.013426303864,3.100045939988939,0.001,1.7133549451828003,1.7130913734436035,4194304000.0,5.5488481521606445,32000,1715771532.3841362,4636032,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,508032,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_03_22_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,disentangled_v2,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,
34000,5.526659965515137,14645.551728248596,3.0998397866981136,0.001,1.71049165725708,1.7093544006347656,4456448000.0,5.532976150512695,34000,1715772391.9224381,4636032,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,508032,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_03_22_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,disentangled_v2,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,
36000,5.506297588348389,15505.277811050415,3.09979396451246,0.001,1.7061736583709717,1.705660104751587,4718592000.0,5.509156703948975,36000,1715773251.648521,4636032,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,508032,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_03_22_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,disentangled_v2,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,
38000,5.5071611404418945,16364.737169265747,3.0998234024566362,0.001,1.7058193683624268,1.7058167457580566,4980736000.0,5.507181167602539,38000,1715774111.1078792,4636032,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,508032,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_03_22_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,disentangled_v2,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,
40000,5.473127365112305,17224.233072519302,3.0999789437432623,0.001,1.6999163627624512,1.6996209621429443,5242880000.0,5.474746227264404,40000,1715774970.6037824,4636032,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,508032,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_03_22_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,disentangled_v2,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,
42000,5.460970878601074,18083.762484788895,3.1001972302314296,0.001,1.6973687410354614,1.6973907947540283,5505024000.0,5.460815906524658,42000,1715775830.1331947,4636032,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,508032,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_03_22_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,disentangled_v2,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,
44000,5.4530110359191895,18943.290120363235,3.09870757119315,0.001,1.69584321975708,1.6959391832351685,5767168000.0,5.452505111694336,44000,1715776689.6608303,4636032,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,508032,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_03_22_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,disentangled_v2,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,
46000,5.4096174240112305,19802.8920879364,3.0996731088284357,0.001,1.6936447620391846,1.6879554986953735,6029312000.0,5.4405198097229,46000,1715777549.2627978,4636032,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,508032,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_03_22_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,disentangled_v2,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,
48000,5.413020610809326,20662.456162929535,3.0999801344677294,0.001,1.6904144287109375,1.6885783672332764,6291456000.0,5.422954559326172,48000,1715778408.8268728,4636032,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,508032,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_03_22_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,disentangled_v2,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,
50000,5.4168829917907715,21522.051604747772,3.099693831288078,0.001,1.6895300149917603,1.6892917156219482,6553600000.0,5.418182849884033,50000,1715779268.4223146,4636032,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,508032,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_03_22_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,disentangled_v2,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,
52000,5.401270866394043,22381.592115163803,3.100019669849767,0.001,1.6863200664520264,1.6864030361175537,6815744000.0,5.400836944580078,52000,1715780127.962825,4636032,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,508032,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_03_22_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,disentangled_v2,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,
54000,5.399629592895508,23241.139670848846,3.099850362274044,0.001,1.685909390449524,1.6861006021499634,7077888000.0,5.3985915184021,54000,1715780987.5103807,4636032,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,508032,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_03_22_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,disentangled_v2,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,
56000,5.395827770233154,24100.672511816025,3.1001664508413755,0.001,1.685042381286621,1.6853984594345093,7340032000.0,5.393931865692139,56000,1715781847.0432217,4636032,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,508032,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_03_22_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,disentangled_v2,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,
58000,5.3809027671813965,24960.22734928131,3.099085481751219,0.001,1.6821061372756958,1.6826268434524536,7602176000.0,5.378071308135986,58000,1715782706.5980592,4636032,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,508032,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_03_22_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,disentangled_v2,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,
60000,5.373098850250244,25819.70659852028,3.099822268430015,0.001,1.6809033155441284,1.6811829805374146,7864320000.0,5.371641159057617,60000,1715783566.0773084,4636032,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,508032,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_03_22_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,disentangled_v2,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,
62000,5.366291046142578,26679.223650932312,3.0995595969354315,0.001,1.6802290678024292,1.6799054145812988,8126464000.0,5.368023872375488,62000,1715784425.5943608,4636032,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,508032,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_03_22_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,disentangled_v2,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,
64000,5.362283706665039,27538.85538673401,3.0992745674147106,0.001,1.6794503927230835,1.6791560649871826,8388608000.0,5.363860607147217,64000,1715785285.2260966,4636032,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,508032,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_03_22_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,disentangled_v2,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,
66000,5.3153252601623535,28398.46444129944,3.099551664094592,0.001,1.677833080291748,1.670361042022705,8650752000.0,5.355181694030762,66000,1715786144.8351512,4636032,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,508032,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_03_22_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,disentangled_v2,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,
68000,5.3436784744262695,29258.02419257164,3.0997890366816705,0.001,1.6759506464004517,1.6756848096847534,8912896000.0,5.345093250274658,68000,1715787004.3949025,4636032,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,508032,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_03_22_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,disentangled_v2,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,
70000,5.344160079956055,30117.492741823196,3.100195123148225,0.001,1.6760412454605103,1.6757756471633911,9175040000.0,5.345562934875488,70000,1715787863.8634517,4636032,False,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,508032,0.9,out/sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,2000,cuda,64,0.1,True,100000,True,2024_05_15_03_22_22,0.1,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,False,False,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE,False,512,1,False,128,1000,bfloat16,6,swiglu,2,False,6,2,llama2,sym_attn,512,True,True,32000,disentangled_v2,0.001,100,0.95,,sa=6; rca=2; d=64; L=6; rca_type=disentangled_v2; sym_rel=False; symbol_type=sym_attn; pos_enc_type=RoPE__2024_05_15_03_22_22,
