_step,train/perplexity,_runtime,mfu,lr,val/loss,train/loss,tokens,val/perplexity,iter,_timestamp,n_params,use_cosine_sched,init_from,wandb_project,log_interval,pos_enc_type,n_params_wo_embedding,beta1,out_dir,eval_interval,device,d_model,dropout_rate,decay_lr,max_iters,norm_first,datetime_now,weight_decay,wandb_run_name,symmetric_rels,always_save_checkpoint,model_name,compile,max_seq_len,grad_clip,bias,batch_size,warmup_iters,dtype,sa,activation,rca,eval_only,n_layers,gradient_accumulation_steps,vocab_source,symbol_type,sym_attn_n_symbols,wandb_log,trainable_symbols,vocab_size,rca_type,learning_rate,eval_iters,beta2,group,name,Generated Samples
20000,2.5805530548095703,63790.76322507858,6.301697932628146,0.0004559191453574582,0.9749982953071594,0.9475988149642944,2621440000.0,2.6526622772216797,20000,1715368647.6244001,68769536,1,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,35969536,0.9,out/sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,2000,cuda,512,0.1,True,100000,True,2024_05_09_21_34_11,0.1,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,True,True,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE,False,1024,1,False,16,1000,bfloat16,6,swiglu,2,False,8,8,llama2,pos_relative,,True,,32000,disentangled_v2,0.0005,100,0.95,,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,
22000,2.596662998199463,70174.79719495773,6.179086668533311,0.0004465132736856969,0.9661931395530701,0.9538136124610901,2883584000.0,2.629305839538574,22000,1715375031.65837,68769536,1,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,35969536,0.9,out/sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,2000,cuda,512,0.1,True,100000,True,2024_05_09_21_34_11,0.1,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,True,True,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE,False,1024,1,False,16,1000,bfloat16,6,swiglu,2,False,8,8,llama2,pos_relative,,True,,32000,disentangled_v2,0.0005,100,0.95,,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,
24000,2.5897622108459473,76551.4890897274,6.315841723727539,0.0004363161124189387,0.9604589343070984,0.9511418342590332,3145728000.0,2.6143481731414795,24000,1715381408.3502648,68769536,1,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,35969536,0.9,out/sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,2000,cuda,512,0.1,True,100000,True,2024_05_09_21_34_11,0.1,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,True,True,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE,False,1024,1,False,16,1000,bfloat16,6,swiglu,2,False,8,8,llama2,pos_relative,,True,,32000,disentangled_v2,0.0005,100,0.95,,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,
26000,2.5789456367492676,82922.97157478333,6.2529912838918085,0.00042536872192658034,0.9546176791191101,0.9469539523124695,3407872000.0,2.5991334915161133,26000,1715387779.8327498,68769536,1,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,35969536,0.9,out/sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,2000,cuda,512,0.1,True,100000,True,2024_05_09_21_34_11,0.1,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,True,True,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE,False,1024,1,False,16,1000,bfloat16,6,swiglu,2,False,8,8,llama2,pos_relative,,True,,32000,disentangled_v2,0.0005,100,0.95,,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,
28000,2.53371524810791,89288.00512814522,6.401108871694026,0.0004137151834863213,0.9497721791267395,0.9292917847633362,3670016000.0,2.5865607261657715,28000,1715394144.8663032,68769536,1,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,35969536,0.9,out/sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,2000,cuda,512,0.1,True,100000,True,2024_05_09_21_34_11,0.1,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,True,True,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE,False,1024,1,False,16,1000,bfloat16,6,swiglu,2,False,8,8,llama2,pos_relative,,True,,32000,disentangled_v2,0.0005,100,0.95,,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,
30000,2.538790225982666,95661.38569045067,6.348228095745265,0.00040140242178441667,0.9439638257026672,0.9312779903411865,3932160000.0,2.571566581726074,30000,1715400518.2468655,68769536,1,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,35969536,0.9,out/sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,2000,cuda,512,0.1,True,100000,True,2024_05_09_21_34_11,0.1,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,True,True,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE,False,1024,1,False,16,1000,bfloat16,6,swiglu,2,False,8,8,llama2,pos_relative,,True,,32000,disentangled_v2,0.0005,100,0.95,,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,
32000,2.535598039627075,102044.92073655128,6.221547497209339,0.0003884800159665276,0.9395954608917236,0.9300218224525452,4194304000.0,2.5603139400482178,32000,1715406901.7819116,68769536,1,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,35969536,0.9,out/sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,2000,cuda,512,0.1,True,100000,True,2024_05_09_21_34_11,0.1,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,True,True,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE,False,1024,1,False,16,1000,bfloat16,6,swiglu,2,False,8,8,llama2,pos_relative,,True,,32000,disentangled_v2,0.0005,100,0.95,,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,
34000,2.5278005599975586,108439.89613938332,6.230640589404328,0.000375,0.9350529313087463,0.9269500970840454,4456448000.0,2.5487096309661865,34000,1715413296.7573144,68769536,1,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,35969536,0.9,out/sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,2000,cuda,512,0.1,True,100000,True,2024_05_09_21_34_11,0.1,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,True,True,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE,False,1024,1,False,16,1000,bfloat16,6,swiglu,2,False,8,8,llama2,pos_relative,,True,,32000,disentangled_v2,0.0005,100,0.95,,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,
36000,2.5176305770874023,114839.61179208755,6.372216174953538,0.00036101665315144355,0.9306373596191406,0.9229109287261963,4718592000.0,2.537458896636963,36000,1715419696.4729671,68769536,1,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,35969536,0.9,out/sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,2000,cuda,512,0.1,True,100000,True,2024_05_09_21_34_11,0.1,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,True,True,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE,False,1024,1,False,16,1000,bfloat16,6,swiglu,2,False,8,8,llama2,pos_relative,,True,,32000,disentangled_v2,0.0005,100,0.95,,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,
38000,2.404571056365967,121228.09877991676,6.432213885264508,0.00034658628142328216,0.9260989427566528,0.8770076036453247,4980736000.0,2.526001214981079,38000,1715426084.959955,68769536,1,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,35969536,0.9,out/sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,2000,cuda,512,0.1,True,100000,True,2024_05_09_21_34_11,0.1,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,True,True,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE,False,1024,1,False,16,1000,bfloat16,6,swiglu,2,False,8,8,llama2,pos_relative,,True,,32000,disentangled_v2,0.0005,100,0.95,,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,
40000,2.404592990875244,127625.09905862808,6.332114414145626,0.00033176699082935546,0.9234876036643982,0.8770101070404053,5242880000.0,2.5194149017333984,40000,1715432481.9602337,68769536,1,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,35969536,0.9,out/sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,2000,cuda,512,0.1,True,100000,True,2024_05_09_21_34_11,0.1,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,True,True,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE,False,1024,1,False,16,1000,bfloat16,6,swiglu,2,False,8,8,llama2,pos_relative,,True,,32000,disentangled_v2,0.0005,100,0.95,,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,
42000,2.455331802368164,134014.5738363266,6.3294606205597255,0.0003166184534225087,0.9192519187927246,0.8978791832923889,5505024000.0,2.5087921619415283,42000,1715438871.4350114,68769536,1,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,35969536,0.9,out/sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,2000,cuda,512,0.1,True,100000,True,2024_05_09_21_34_11,0.1,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,True,True,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE,False,1024,1,False,16,1000,bfloat16,6,swiglu,2,False,8,8,llama2,pos_relative,,True,,32000,disentangled_v2,0.0005,100,0.95,,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,
44000,2.458986759185791,140406.29697465897,6.267149622741597,0.0003012016670162977,0.9141508340835571,0.8993706703186035,5767168000.0,2.4959633350372314,44000,1715445263.1581497,68769536,1,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,35969536,0.9,out/sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,2000,cuda,512,0.1,True,100000,True,2024_05_09_21_34_11,0.1,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,True,True,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE,False,1024,1,False,16,1000,bfloat16,6,swiglu,2,False,8,8,llama2,pos_relative,,True,,32000,disentangled_v2,0.0005,100,0.95,,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,
46000,2.4559617042541504,146838.85886693,6.235961121344139,0.00028557870956832135,0.9114066958427429,0.8981286883354187,6029312000.0,2.489143133163452,46000,1715451695.720042,68769536,1,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,35969536,0.9,out/sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,2000,cuda,512,0.1,True,100000,True,2024_05_09_21_34_11,0.1,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,True,True,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE,False,1024,1,False,16,1000,bfloat16,6,swiglu,2,False,8,8,llama2,pos_relative,,True,,32000,disentangled_v2,0.0005,100,0.95,,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,
48000,2.453303575515747,153259.9981584549,6.331388255228126,0.0002698124892141971,0.907717227935791,0.8970350027084351,6291456000.0,2.4799914360046387,48000,1715458116.8593335,68769536,1,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,35969536,0.9,out/sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,2000,cuda,512,0.1,True,100000,True,2024_05_09_21_34_11,0.1,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,True,True,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE,False,1024,1,False,16,1000,bfloat16,6,swiglu,2,False,8,8,llama2,pos_relative,,True,,32000,disentangled_v2,0.0005,100,0.95,,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,
50000,2.448173761367798,159672.18486189842,6.326522501605266,0.000253966490958702,0.9048300981521606,0.8949479460716248,6553600000.0,2.472830295562744,50000,1715464529.046037,68769536,1,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,35969536,0.9,out/sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,2000,cuda,512,0.1,True,100000,True,2024_05_09_21_34_11,0.1,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,True,True,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE,False,1024,1,False,16,1000,bfloat16,6,swiglu,2,False,8,8,llama2,pos_relative,,True,,32000,disentangled_v2,0.0005,100,0.95,,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,
52000,2.3958373069763184,166021.24425172806,6.405811904824884,0.00023810452104406444,0.9012405872344971,0.8733593225479126,6815744000.0,2.463955879211426,52000,1715470878.1054268,68769536,1,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,35969536,0.9,out/sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,2000,cuda,512,0.1,True,100000,True,2024_05_09_21_34_11,0.1,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,True,True,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE,False,1024,1,False,16,1000,bfloat16,6,swiglu,2,False,8,8,llama2,pos_relative,,True,,32000,disentangled_v2,0.0005,100,0.95,,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v2; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_09_21_34_11,
0,37823.6875,23.907779455184937,-100.0,0.0,10.542309761047363,10.540637969970703,0.0,37885.55078125,0,1714690288.7474365,67718912,,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,34918912,0.9,out/sa=6; rca=2; d=512; L=8; rca_type=disentangled_v1; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_02_18_51_00,2000,cuda,512,0.1,True,100000,True,2024_05_02_18_51_00,0.1,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v1; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_02_18_51_00,,True,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v1; symbol_type=pos_relative; pos_enc_type=RoPE,False,1024,1,False,16,1000,bfloat16,6,swiglu,2,False,8,8,llama2,pos_relative,,True,,32000,disentangled_v1,0.0005,100,0.95,,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v1; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_02_18_51_00,
2000,3.672116279602051,2485.1443934440613,16.31079817317653,0.0004998741355957963,1.304770827293396,1.3001190423965454,262144000.0,3.689579963684082,2000,1714692749.9840505,67718912,,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,34918912,0.9,out/sa=6; rca=2; d=512; L=8; rca_type=disentangled_v1; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_02_18_51_00,2000,cuda,512,0.1,True,100000,True,2024_05_02_18_51_00,0.1,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v1; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_02_18_51_00,,True,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v1; symbol_type=pos_relative; pos_enc_type=RoPE,False,1024,1,False,16,1000,bfloat16,6,swiglu,2,False,8,8,llama2,pos_relative,,True,,32000,disentangled_v1,0.0005,100,0.95,,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v1; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_02_18_51_00,
4000,3.163045883178711,4942.80061674118,16.312047406818007,0.0004988679806432712,1.1552973985671997,1.1509673595428467,524288000.0,3.177032232284546,4000,1714695207.6402738,67718912,,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,34918912,0.9,out/sa=6; rca=2; d=512; L=8; rca_type=disentangled_v1; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_02_18_51_00,2000,cuda,512,0.1,True,100000,True,2024_05_02_18_51_00,0.1,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v1; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_02_18_51_00,,True,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v1; symbol_type=pos_relative; pos_enc_type=RoPE,False,1024,1,False,16,1000,bfloat16,6,swiglu,2,False,8,8,llama2,pos_relative,,True,,32000,disentangled_v1,0.0005,100,0.95,,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v1; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_02_18_51_00,
6000,2.980438232421875,7402.929747581482,16.19720096588969,0.0004968597221690986,1.0954874753952026,1.0915617942810059,786432000.0,2.9924652576446533,6000,1714697667.7694046,67718912,,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,34918912,0.9,out/sa=6; rca=2; d=512; L=8; rca_type=disentangled_v1; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_02_18_51_00,2000,cuda,512,0.1,True,100000,True,2024_05_02_18_51_00,0.1,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v1; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_02_18_51_00,,True,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v1; symbol_type=pos_relative; pos_enc_type=RoPE,False,1024,1,False,16,1000,bfloat16,6,swiglu,2,False,8,8,llama2,pos_relative,,True,,32000,disentangled_v1,0.0005,100,0.95,,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v1; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_02_18_51_00,
8000,2.893342971801758,9865.038249969482,16.24033909640096,0.0004938574467213517,1.0647189617156982,1.0618993043899536,1048576000.0,2.901703119277954,8000,1714700129.877907,67718912,,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,34918912,0.9,out/sa=6; rca=2; d=512; L=8; rca_type=disentangled_v1; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_02_18_51_00,2000,cuda,512,0.1,True,100000,True,2024_05_02_18_51_00,0.1,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v1; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_02_18_51_00,,True,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v1; symbol_type=pos_relative; pos_enc_type=RoPE,False,1024,1,False,16,1000,bfloat16,6,swiglu,2,False,8,8,llama2,pos_relative,,True,,32000,disentangled_v1,0.0005,100,0.95,,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v1; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_02_18_51_00,
10000,2.8156814575195312,12336.823639631271,16.11420008476461,0.0004898732434036243,1.0376019477844238,1.0347180366516113,1310720000.0,2.824073076248169,10000,1714702601.6632967,67718912,,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,34918912,0.9,out/sa=6; rca=2; d=512; L=8; rca_type=disentangled_v1; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_02_18_51_00,2000,cuda,512,0.1,True,100000,True,2024_05_02_18_51_00,0.1,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v1; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_02_18_51_00,,True,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v1; symbol_type=pos_relative; pos_enc_type=RoPE,False,1024,1,False,16,1000,bfloat16,6,swiglu,2,False,8,8,llama2,pos_relative,,True,,32000,disentangled_v1,0.0005,100,0.95,,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v1; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_02_18_51_00,
12000,2.7652924060821533,14811.126162528992,16.161112668428657,0.0004849231551964771,1.020329475402832,1.0166741609573364,1572864000.0,2.7757062911987305,12000,1714705075.9658196,67718912,,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,34918912,0.9,out/sa=6; rca=2; d=512; L=8; rca_type=disentangled_v1; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_02_18_51_00,2000,cuda,512,0.1,True,100000,True,2024_05_02_18_51_00,0.1,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v1; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_02_18_51_00,,True,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v1; symbol_type=pos_relative; pos_enc_type=RoPE,False,1024,1,False,16,1000,bfloat16,6,swiglu,2,False,8,8,llama2,pos_relative,,True,,32000,disentangled_v1,0.0005,100,0.95,,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v1; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_02_18_51_00,
14000,2.589764356613159,17285.87946987152,16.220833997845123,0.0004790271143580174,1.0057340860366821,0.9510483741760254,1835008000.0,2.7354888916015625,14000,1714707550.719127,67718912,,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,34918912,0.9,out/sa=6; rca=2; d=512; L=8; rca_type=disentangled_v1; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_02_18_51_00,2000,cuda,512,0.1,True,100000,True,2024_05_02_18_51_00,0.1,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v1; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_02_18_51_00,,True,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v1; symbol_type=pos_relative; pos_enc_type=RoPE,False,1024,1,False,16,1000,bfloat16,6,swiglu,2,False,8,8,llama2,pos_relative,,True,,32000,disentangled_v1,0.0005,100,0.95,,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v1; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_02_18_51_00,
16000,2.667689800262451,19762.993498563766,16.208121397659966,0.0004722088621637309,0.9940087795257568,0.9807659983634949,2097152000.0,2.703561782836914,16000,1714710027.8331556,67718912,,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,34918912,0.9,out/sa=6; rca=2; d=512; L=8; rca_type=disentangled_v1; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_02_18_51_00,2000,cuda,512,0.1,True,100000,True,2024_05_02_18_51_00,0.1,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v1; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_02_18_51_00,,True,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v1; symbol_type=pos_relative; pos_enc_type=RoPE,False,1024,1,False,16,1000,bfloat16,6,swiglu,2,False,8,8,llama2,pos_relative,,True,,32000,disentangled_v1,0.0005,100,0.95,,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v1; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_02_18_51_00,
18000,2.656595230102539,22241.646633386612,16.190721570565334,0.0004644958533087443,0.9843717813491821,0.9766076803207397,2359296000.0,2.677595615386963,18000,1714712506.4862905,67718912,,scratch,abstract_transformer--tiny_stories-LM,1,RoPE,34918912,0.9,out/sa=6; rca=2; d=512; L=8; rca_type=disentangled_v1; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_02_18_51_00,2000,cuda,512,0.1,True,100000,True,2024_05_02_18_51_00,0.1,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v1; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_02_18_51_00,,True,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v1; symbol_type=pos_relative; pos_enc_type=RoPE,False,1024,1,False,16,1000,bfloat16,6,swiglu,2,False,8,8,llama2,pos_relative,,True,,32000,disentangled_v1,0.0005,100,0.95,,sa=6; rca=2; d=512; L=8; rca_type=disentangled_v1; symbol_type=pos_relative; pos_enc_type=RoPE__2024_05_02_18_51_00,
