,trainer/global_step,train_teacher_forcing_acc,_step,train_loss,_runtime,epoch,_timestamp,interpolate_loss,interpolate_teacher_forcing_acc,extrapolate_loss,extrapolate_teacher_forcing_acc,interpolate_perplexity,extrapolate_perplexity,in_block_size,d_model,decoder_kwargs,symbol_retrieval_kwargs,out_dim,loss_ignore_idx,n_layers_enc,input_spec,abstractor_kwargs,symbol_retrieval,encoder_kwargs,group,output_spec,out_block_size,n_layers_dec,name
1100,281231,0.8748354315757751,85,0.3163512051105499,50422.637356996536,71,1722803921.6694689,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=3; dl=3,,31,3,misunderstood-aardvark-12
1101,285137,0.8752208948135376,86,0.315163791179657,51106.164834976196,72,1722804605.1969469,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=3; dl=3,,31,3,misunderstood-aardvark-12
1102,289043,0.8758649230003357,87,0.3136078715324402,51789.96859908104,73,1722805289.000711,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=3; dl=3,,31,3,misunderstood-aardvark-12
1103,292949,,88,,52558.68157124519,74,1722806057.7136831,0.8946343064308167,0.7172858119010925,0.8946343064308167,0.7172858119010925,2.4480679035186768,2.4480679035186768,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=3; dl=3,,31,3,misunderstood-aardvark-12
1104,292949,0.8764156699180603,89,0.3121665418148041,52558.683879852295,74,1722806057.7159917,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=3; dl=3,,31,3,misunderstood-aardvark-12
1105,296855,0.8767513632774353,90,0.3109777867794037,53242.326580286026,75,1722806741.3586922,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=3; dl=3,,31,3,misunderstood-aardvark-12
1106,300761,0.8787978887557983,91,0.30713462829589844,53925.967727184296,76,1722807424.999839,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=3; dl=3,,31,3,misunderstood-aardvark-12
1107,304667,0.8821297883987427,92,0.2988898754119873,54609.524415016174,77,1722808108.556527,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=3; dl=3,,31,3,misunderstood-aardvark-12
1108,308573,0.883346676826477,93,0.29550841450691223,55293.016471385956,78,1722808792.0485833,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=3; dl=3,,31,3,misunderstood-aardvark-12
1109,312479,,94,,56061.70975828171,79,1722809560.7418702,0.822627604007721,0.7336452603340149,0.822627604007721,0.7336452603340149,2.2777631282806396,2.2777631282806396,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=3; dl=3,,31,3,misunderstood-aardvark-12
1110,312479,0.8845663666725159,95,0.29275619983673096,56061.712034225464,79,1722809560.744146,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=3; dl=3,,31,3,misunderstood-aardvark-12
1111,316385,0.8853297233581543,96,0.2905798852443695,56745.3232383728,80,1722810244.3553503,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=3; dl=3,,31,3,misunderstood-aardvark-12
1112,320291,0.886433482170105,97,0.28813067078590393,57428.82531499863,81,1722810927.857427,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=3; dl=3,,31,3,misunderstood-aardvark-12
1113,324197,0.887319803237915,98,0.2858351171016693,58111.95363736153,82,1722811610.9857492,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=3; dl=3,,31,3,misunderstood-aardvark-12
1114,328103,0.8884621262550354,99,0.28295329213142395,58794.882483005524,83,1722812293.914595,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=3; dl=3,,31,3,misunderstood-aardvark-12
1115,332009,,100,,59563.08840084076,84,1722813062.1205127,0.8817050457000732,0.7310689091682434,0.8817050457000732,0.7310689091682434,2.416646718978882,2.416646718978882,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=3; dl=3,,31,3,misunderstood-aardvark-12
1116,332009,0.8893556594848633,101,0.28042301535606384,59563.09067296982,84,1722813062.1227849,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=3; dl=3,,31,3,misunderstood-aardvark-12
1117,335915,0.890011727809906,102,0.27827683091163635,60247.72028565407,85,1722813746.7523975,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=3; dl=3,,31,3,misunderstood-aardvark-12
1118,339821,0.8906667232513428,103,0.2764560580253601,60933.548379182816,86,1722814432.580491,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=3; dl=3,,31,3,misunderstood-aardvark-12
1119,343727,0.8915363550186157,104,0.2741985321044922,61619.261397600174,87,1722815118.2935095,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=3; dl=3,,31,3,misunderstood-aardvark-12
1120,347633,0.8919491767883301,105,0.2727545499801636,62305.08292508125,88,1722815804.115037,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=3; dl=3,,31,3,misunderstood-aardvark-12
1121,351539,,106,,63076.32766699791,89,1722816575.359779,0.8189749121665955,0.7454209327697754,0.8189749121665955,0.7454209327697754,2.2697155475616455,2.2697155475616455,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=3; dl=3,,31,3,misunderstood-aardvark-12
1122,351539,0.8926040530204773,107,0.27099794149398804,63076.33005952835,89,1722816575.3621714,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=3; dl=3,,31,3,misunderstood-aardvark-12
1123,355445,0.8930161595344543,108,0.26952195167541504,63761.907901763916,90,1722817260.9400136,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=3; dl=3,,31,3,misunderstood-aardvark-12
1124,359351,0.8935137987136841,109,0.268277108669281,64447.657803058624,91,1722817946.689915,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=3; dl=3,,31,3,misunderstood-aardvark-12
1125,363257,0.893700122833252,110,0.2671649158000946,65133.46826219559,92,1722818632.500374,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=3; dl=3,,31,3,misunderstood-aardvark-12
1126,367163,0.8943341970443726,111,0.2659010887145996,65819.34929084778,93,1722819318.3814027,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=3; dl=3,,31,3,misunderstood-aardvark-12
1127,371069,,112,,66590.67590165138,94,1722820089.7080135,1.0380370616912842,0.7246641516685486,1.0380370616912842,0.7246641516685486,2.827533721923828,2.827533721923828,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=3; dl=3,,31,3,misunderstood-aardvark-12
1128,371069,0.8946384191513062,113,0.2648550570011139,66590.67853021622,94,1722820089.710642,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=3; dl=3,,31,3,misunderstood-aardvark-12
1129,374975,0.8943158984184265,114,0.26549825072288513,67276.26785326004,95,1722820775.2999651,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=3; dl=3,,31,3,misunderstood-aardvark-12
1130,378881,0.8946620225906372,115,0.26456135511398315,67962.14383482933,96,1722821461.1759467,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=3; dl=3,,31,3,misunderstood-aardvark-12
1131,382787,0.8954814076423645,116,0.2624875009059906,68648.03562998772,97,1722822147.0677419,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=3; dl=3,,31,3,misunderstood-aardvark-12
1132,386693,0.8954789638519287,117,0.26248258352279663,69334.02752065659,98,1722822833.0596325,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=3; dl=3,,31,3,misunderstood-aardvark-12
1133,390599,,118,,70105.49066019058,99,1722823604.522772,0.8062289357185364,0.7384194135665894,0.8062289357185364,0.7384194135665894,2.240703821182251,2.240703821182251,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=3; dl=3,,31,3,misunderstood-aardvark-12
1134,390599,0.8959871530532837,119,0.2610311806201935,70105.49304294586,99,1722823604.5251548,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=3; dl=3,,31,3,misunderstood-aardvark-12
1135,3905,0.5733168721199036,0,1.278106451034546,745.962593793869,0,1722754245.0847597,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1136,7811,0.612305760383606,1,1.0769777297973633,1483.3408825397491,1,1722754982.4630485,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1137,11717,0.668513298034668,2,0.887114942073822,2220.5017578601837,2,1722755719.6239238,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1138,15623,0.7182491421699524,3,0.7394868731498718,2957.8660650253296,3,1722756456.988231,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1139,19529,,4,,3784.184398651123,4,1722757283.3065646,0.9045843482017517,0.661449134349823,0.9045843482017517,0.661449134349823,2.471464157104492,2.471464157104492,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1140,19529,0.7394317388534546,5,0.6765930652618408,3784.1867463588715,4,1722757283.3089123,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1141,23435,0.754572868347168,6,0.6333149075508118,4521.295481920242,5,1722758020.4176478,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1142,27341,0.7655261754989624,7,0.6027150750160217,5258.237731933594,6,1722758757.3598979,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1143,31247,0.7747836709022522,8,0.5773128271102905,5995.5082924366,7,1722759494.6304584,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1144,35153,0.7817255258560181,9,0.5581105351448059,6733.057172298431,8,1722760232.1793382,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1145,39059,,10,,7559.9810881614685,9,1722761059.103254,0.8646438717842102,0.6554152965545654,0.8646438717842102,0.6554152965545654,2.374661684036255,2.374661684036255,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1146,39059,0.7875877618789673,11,0.5423099994659424,7559.983389139175,9,1722761059.105555,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1147,42965,0.7926797866821289,12,0.5279674530029297,8297.55017876625,10,1722761796.6723447,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1148,46871,0.7974585890769958,13,0.515385091304779,9034.90068411827,11,1722762534.02285,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1149,50777,0.803859293460846,14,0.49761754274368286,9772.392917871475,12,1722763271.5150838,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1150,54683,0.8097982406616211,15,0.4807080328464508,10509.650745153427,13,1722764008.772911,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1151,58589,,16,,11336.658458709717,14,1722764835.7806246,0.6820888519287109,0.7232359647750854,0.6820888519287109,0.7232359647750854,1.9783682823181152,1.9783682823181152,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1152,58589,0.8151043057441711,17,0.4652197062969208,11336.660830974579,14,1722764835.782997,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1153,62495,0.8198704123497009,18,0.4510810971260071,12074.21929192543,15,1722765573.3414578,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1154,66401,0.8243259787559509,19,0.43898913264274597,12811.877458810806,16,1722766310.9996247,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1155,70307,0.8283291459083557,20,0.4278104603290558,13549.455015182495,17,1722767048.577181,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1156,74213,0.8317822813987732,21,0.41823774576187134,14287.176337003708,18,1722767786.298503,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1157,78119,,22,,15113.982848882675,19,1722768613.1050148,0.7014586925506592,0.7158709764480591,0.7014586925506592,0.7158709764480591,2.0170884132385254,2.0170884132385254,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1158,78119,0.8353045582771301,23,0.4088551998138428,15113.985140800476,19,1722768613.1073067,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1159,82025,0.8381384015083313,24,0.4013477861881256,15851.72183418274,20,1722769350.844,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1160,85931,0.8416604399681091,25,0.3931284546852112,16589.317146778107,21,1722770088.4393127,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1161,89837,0.8449156880378723,26,0.38396158814430237,17327.21115899086,22,1722770826.333325,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1162,93743,0.847746729850769,27,0.37558358907699585,18064.65838909149,23,1722771563.780555,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1163,97649,,28,,18891.751672506332,24,1722772390.8738384,0.5606846213340759,0.7702149748802185,0.5606846213340759,0.7702149748802185,1.7521768808364868,1.7521768808364868,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1164,97649,0.8524160385131836,29,0.36485353112220764,18891.75401043892,24,1722772390.8761764,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1165,101555,0.8595787882804871,30,0.34587156772613525,19629.705020189285,25,1722773128.827186,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1166,105461,0.8635071516036987,31,0.33612585067749023,20367.30263566971,26,1722773866.4248016,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1167,109367,0.8669577836990356,32,0.3277769386768341,21105.19124174118,27,1722774604.3134077,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1168,113273,0.8701485395431519,33,0.3194114565849304,21842.801792621613,28,1722775341.9239585,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1169,117179,,34,,22669.484017133713,29,1722776168.606183,0.5855169296264648,0.7638425230979919,0.5855169296264648,0.7638425230979919,1.7962863445281982,1.7962863445281982,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1170,117179,0.8726580142974854,35,0.312546968460083,22669.486297369003,29,1722776168.6084633,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1171,121085,0.8747768402099609,36,0.3070119619369507,23406.91613316536,30,1722776906.038299,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1172,124991,0.8767986297607422,37,0.30164915323257446,24144.63079237938,31,1722777643.7529583,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1173,128897,0.878335177898407,38,0.29724934697151184,24882.317157506943,32,1722778381.4393234,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1174,132803,0.879815936088562,39,0.2933765947818756,25620.11298108101,33,1722779119.235147,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1175,136709,,40,,26447.210324287415,34,1722779946.3324902,0.637927770614624,0.7390809655189514,0.637927770614624,0.7390809655189514,1.8929214477539062,1.8929214477539062,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1176,136709,0.8812891244888306,41,0.289580762386322,26447.21261048317,34,1722779946.3347764,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1177,140615,0.8829753398895264,42,0.28514933586120605,27184.88550400734,35,1722780684.00767,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1178,144521,0.8841268420219421,43,0.2819260060787201,27922.352754354477,36,1722781421.4749203,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1179,148427,0.885735034942627,44,0.2778509557247162,28659.719051361084,37,1722782158.8412173,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1180,152333,0.8871828317642212,45,0.2740563750267029,29397.027987718582,38,1722782896.1501536,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1181,156239,,46,,30223.94979763031,39,1722783723.0719635,0.5174688696861267,0.7980239987373352,0.5174688696861267,0.7980239987373352,1.6781482696533203,1.6781482696533203,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1182,156239,0.888633668422699,47,0.2704365849494934,30223.952098846436,39,1722783723.0742648,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1183,160145,0.8899732828140259,48,0.26623547077178955,30961.863951444626,40,1722784460.9861174,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1184,164051,0.8913694024085999,49,0.2631135880947113,31699.476978302002,41,1722785198.5991442,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1185,167957,0.8925091028213501,50,0.26014745235443115,32437.32489991188,42,1722785936.4470658,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1186,171863,0.89340740442276,51,0.25791695713996887,33175.054532289505,43,1722786674.1766982,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1187,175769,,52,,34002.43485593796,44,1722787501.5570219,0.4975643455982208,0.7980464100837708,0.4975643455982208,0.7980464100837708,1.6450539827346802,1.6450539827346802,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1188,175769,0.8942902088165283,53,0.25583958625793457,34002.437118291855,44,1722787501.5592842,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1189,179675,0.8952150344848633,54,0.2532605826854706,34740.25622534752,45,1722788239.3783913,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1190,183581,0.8962402939796448,55,0.2511945068836212,35478.04922771454,46,1722788977.1713936,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1191,187487,0.8969984650611877,56,0.2493254840373993,36216.202062129974,47,1722789715.324228,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1192,191393,0.8981350660324097,57,0.24689820408821106,36954.095089673996,48,1722790453.2172556,,,,,,,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
1193,195299,,58,,37781.51688027382,49,1722791280.6390462,0.4778178334236145,0.804024338722229,0.4778178334236145,0.804024338722229,1.612866997718811,1.612866997718811,161,128,,,85,0,3,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=4; dec_ra=4; d_cross=8; d=128; el=3; dl=3,,31,3,glamorous-spaceship-13
