,trainer/global_step,train_teacher_forcing_acc,_step,train_loss,_runtime,epoch,_timestamp,interpolate_loss,interpolate_teacher_forcing_acc,extrapolate_loss,extrapolate_teacher_forcing_acc,interpolate_perplexity,extrapolate_perplexity,in_block_size,d_model,decoder_kwargs,symbol_retrieval_kwargs,out_dim,loss_ignore_idx,n_layers_enc,input_spec,abstractor_kwargs,symbol_retrieval,encoder_kwargs,group,output_spec,out_block_size,n_layers_dec,name
425,371069,0.9008935689926147,113,0.24845245480537415,18549.579692602158,94,1722858089.3230026,,,,,,,161,144,,,85,0,3,,,,,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=3; dl=3,,31,3,sandy-cloud-19
426,374975,0.9019802212715149,114,0.2457500696182251,18737.325022935867,95,1722858277.068333,,,,,,,161,144,,,85,0,3,,,,,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=3; dl=3,,31,3,sandy-cloud-19
427,378881,0.9025524258613586,115,0.2443147450685501,18925.072968244553,96,1722858464.8162782,,,,,,,161,144,,,85,0,3,,,,,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=3; dl=3,,31,3,sandy-cloud-19
428,382787,0.9034065008163452,116,0.24236837029457092,19112.81664133072,97,1722858652.5599513,,,,,,,161,144,,,85,0,3,,,,,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=3; dl=3,,31,3,sandy-cloud-19
429,386693,0.9040254354476929,117,0.24074296653270721,19300.588434696198,98,1722858840.3317447,,,,,,,161,144,,,85,0,3,,,,,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=3; dl=3,,31,3,sandy-cloud-19
430,390599,,118,,19525.899066209793,99,1722859065.6423762,1.4491829872131348,0.6427419781684875,1.4491829872131348,0.6427419781684875,4.266680717468262,4.266680717468262,161,144,,,85,0,3,,,,,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=3; dl=3,,31,3,sandy-cloud-19
431,390599,0.904484212398529,119,0.23931778967380524,19525.90063548088,99,1722859065.6439455,,,,,,,161,144,,,85,0,3,,,,,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=3; dl=3,,31,3,sandy-cloud-19
432,3905,0.5740534067153931,0,1.2757707834243774,324.41480684280396,0,1722813329.9664137,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
433,7811,0.6182419061660767,1,1.0446031093597412,644.3794851303101,1,1722813649.931092,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
434,11717,0.6354829668998718,2,0.9636077284812927,964.2937228679657,2,1722813969.8453298,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
435,15623,0.6435137391090393,3,0.9268540740013123,1284.456939458847,3,1722814290.0085464,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
436,19529,,4,,1663.6901361942291,4,1722814669.241743,1.6589112281799316,0.5463882088661194,1.6589112281799316,0.5463882088661194,5.259593963623047,5.259593963623047,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
437,19529,0.6500517725944519,5,0.8965861201286316,1663.6919422149658,4,1722814669.243549,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
438,23435,0.655314564704895,6,0.8715532422065735,1983.695852279663,5,1722814989.2474592,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
439,27341,0.6603045463562012,7,0.8503206968307495,2303.7369916439056,6,1722815309.2885985,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
440,31247,0.6658312678337097,8,0.8295514583587646,2623.600134372711,7,1722815629.1517413,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
441,35153,0.6945762038230896,9,0.7598546743392944,2943.4063918590546,8,1722815948.9579988,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
442,39059,,10,,3322.6215167045593,9,1722816328.1731236,1.4996116161346436,0.6109402775764465,1.4996116161346436,0.6109402775764465,4.486327171325684,4.486327171325684,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
443,39059,0.7238984107971191,11,0.6847304105758667,3322.6233434677124,9,1722816328.1749504,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
444,42965,0.737410843372345,12,0.64664626121521,3642.6980834007263,10,1722816648.2496903,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
445,46871,0.7472679018974304,13,0.6227887868881226,3962.7659056186676,11,1722816968.3175125,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
446,50777,0.7559525966644287,14,0.6027513742446899,4282.875110626221,12,1722817288.4267175,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
447,54683,0.7636657953262329,15,0.5851367712020874,4602.821020126343,13,1722817608.372627,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
448,58589,,16,,4982.360868692398,14,1722817987.9124756,1.3420006036758423,0.645294725894928,1.3420006036758423,0.645294725894928,3.8312668800354004,3.8312668800354004,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
449,58589,0.7699635624885559,17,0.568786084651947,4982.362667560577,14,1722817987.9142745,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
450,62495,0.7753018736839294,18,0.5540916323661804,5302.55691409111,15,1722818308.108521,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
451,66401,0.7799279093742371,19,0.5416808724403381,5622.652404785156,16,1722818628.2040117,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
452,70307,0.7866324782371521,20,0.5276569128036499,5942.738400697708,17,1722818948.2900076,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
453,74213,0.7964497804641724,21,0.5110145211219788,6262.809070825577,18,1722819268.3606777,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
454,78119,,22,,6642.008402109146,19,1722819647.560009,1.2813692092895508,0.6712384223937988,1.2813692092895508,0.6712384223937988,3.60630202293396,3.60630202293396,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
455,78119,0.8023708462715149,23,0.4976239502429962,6642.010256767273,19,1722819647.5618637,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
456,82025,0.8106370568275452,24,0.4809928238391876,6962.054748296738,20,1722819967.6063552,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
457,85931,0.8241651058197021,25,0.44953659176826477,7282.206141233444,21,1722820287.7577481,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
458,89837,0.8326358795166016,26,0.4260150194168091,7602.271617889404,22,1722820607.8232248,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
459,93743,0.840740442276001,27,0.4020342230796814,7922.293129205704,23,1722820927.844736,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
460,97649,,28,,8301.609582185745,24,1722821307.161189,1.2137104272842407,0.6994785666465759,1.2137104272842407,0.6994785666465759,3.3703017234802246,3.3703017234802246,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
461,97649,0.847445011138916,29,0.38301172852516174,8301.61136507988,24,1722821307.162972,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
462,101555,0.8531885743141174,30,0.3664269745349884,8619.643671512604,25,1722821625.1952784,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
463,105461,0.8586851358413696,31,0.3506476879119873,8937.501732826233,26,1722821943.0533397,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
464,109367,0.8633222579956055,32,0.338179349899292,9255.424206256866,27,1722822260.9758132,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
465,113273,0.8673193454742432,33,0.32758715748786926,9573.521448135376,28,1722822579.073055,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
466,117179,,34,,9950.469959497452,29,1722822956.0215664,1.1174105405807495,0.7175602912902832,1.1174105405807495,0.7175602912902832,3.0603854656219482,3.0603854656219482,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
467,117179,0.8707213401794434,35,0.3185369372367859,9950.471714019775,29,1722822956.023321,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
468,121085,0.8737139701843262,36,0.3102836310863495,10268.261579990387,30,1722823273.813187,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
469,124991,0.8766836524009705,37,0.3024683892726898,10586.307354688644,31,1722823591.8589616,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
470,128897,0.8794069290161133,38,0.29547157883644104,10904.231504678726,32,1722823909.7831116,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
471,132803,0.8821407556533813,39,0.2883318364620209,11222.081382989883,33,1722824227.63299,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
472,136709,,40,,11598.969933509827,34,1722824604.5215404,1.0492407083511353,0.7352387309074402,1.0492407083511353,0.7352387309074402,2.858835220336914,2.858835220336914,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
473,136709,0.8844147324562073,41,0.2823818325996399,11598.971726417542,34,1722824604.5233333,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
474,140615,0.8875887989997864,42,0.27533215284347534,11917.01027750969,35,1722824922.5618844,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
475,144521,0.8903639912605286,43,0.268560528755188,12234.907495975494,36,1722825240.4591029,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
476,148427,0.8971822261810303,44,0.25265780091285706,12552.940465927124,37,1722825558.4920728,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
477,152333,0.9012527465820312,45,0.24149583280086517,12870.835522651672,38,1722825876.3871295,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
478,156239,,46,,13247.997366905212,39,1722826253.5489738,0.8943060636520386,0.7581779360771179,0.8943060636520386,0.7581779360771179,2.4479660987854004,2.4479660987854004,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
479,156239,0.9029628038406372,47,0.2367173731327057,13247.999114274979,39,1722826253.5507212,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
480,160145,0.9048087000846863,48,0.23178279399871826,13565.86705493927,40,1722826571.4186618,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
481,164051,0.9066299796104431,49,0.22732149064540863,13883.705714225769,41,1722826889.2573211,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
482,167957,0.9079952836036682,50,0.22433321177959442,14201.656565666199,42,1722827207.2081726,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
483,171863,0.9092434644699097,51,0.2226182073354721,14519.708792448044,43,1722827525.2603993,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
484,175769,,52,,14896.801733493805,44,1722827902.3533404,0.7146030068397522,0.778411865234375,0.7146030068397522,0.778411865234375,2.044567584991455,2.044567584991455,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
485,175769,0.9103298187255859,53,0.21896566450595856,14896.803482055664,44,1722827902.355089,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
486,179675,0.9119148254394531,54,0.21437686681747437,15214.923580408096,45,1722828220.4751873,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
487,183581,0.9128247499465942,55,0.21157586574554443,15533.125093698502,46,1722828538.6767006,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
488,187487,0.914067268371582,56,0.2089034467935562,15851.095056295395,47,1722828856.6466632,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
489,191393,0.9149291515350342,57,0.20707763731479645,16169.093360185623,48,1722829174.644967,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
490,195299,,58,,16546.177801847458,49,1722829551.7294087,0.8087647557258606,0.7994867563247681,0.8087647557258606,0.7994867563247681,2.2474236488342285,2.2474236488342285,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
491,195299,0.9161403179168701,59,0.20335836708545685,16546.179556131363,49,1722829551.731163,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
492,199205,0.9169537425041199,60,0.20133289694786072,16864.21831011772,50,1722829869.769917,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
493,203111,0.9177834987640381,61,0.19888286292552948,17182.41544675827,51,1722830187.9670537,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
494,207017,0.9185007214546204,62,0.1969716101884842,17500.405883550644,52,1722830505.9574904,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
495,210923,0.9192852973937988,63,0.19532601535320282,17818.482675790787,53,1722830824.0342827,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
496,214829,,64,,18195.4708237648,54,1722831201.0224307,0.7393336892127991,0.7732126712799072,0.7393336892127991,0.7732126712799072,2.0960161685943604,2.0960161685943604,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
497,214829,0.9199261665344238,65,0.19347617030143738,18195.472574472427,54,1722831201.0241814,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
498,218735,0.9206846952438354,66,0.1913769245147705,18513.45581126213,55,1722831519.0074182,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
499,222641,0.9215922355651855,67,0.18953582644462585,18831.524535655975,56,1722831837.0761425,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
500,226547,0.9217849969863892,68,0.19010120630264282,19149.632854938507,57,1722832155.1844618,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
501,230453,0.9229217171669006,69,0.1861017793416977,19467.529425382614,58,1722832473.0810323,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
502,234359,,70,,19844.703099012375,59,1722832850.254706,0.7784348130226135,0.773314893245697,0.7784348130226135,0.773314893245697,2.179780960083008,2.179780960083008,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
503,234359,0.923392653465271,71,0.18480949103832245,19844.70485329628,59,1722832850.2564602,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
504,238265,0.9242949485778809,72,0.18258734047412872,20162.886462688446,60,1722833168.4380696,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
505,242171,0.9242902994155884,73,0.1834053248167038,20480.919984817505,61,1722833486.4715917,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
506,246077,0.9183493852615356,74,0.20281951129436493,20799.117364883423,62,1722833804.6689718,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
507,249983,0.9250745177268982,75,0.1811552196741104,21117.62653207779,63,1722834123.178139,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
508,253889,,76,,21495.0340051651,64,1722834500.585612,0.5189262628555298,0.8208515048027039,0.5189262628555298,0.8208515048027039,1.680972695350647,1.680972695350647,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
509,253889,0.9254546165466309,77,0.18068423867225647,21495.035737752914,64,1722834500.5873446,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
510,257795,0.9272289276123047,78,0.17552664875984192,21812.90151309967,65,1722834818.45312,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
511,261701,0.9247267842292786,79,0.18328148126602173,22130.649216890335,66,1722835136.2008238,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
512,265607,0.9236406087875366,80,0.1867111772298813,22450.367052316666,67,1722835455.9186592,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
513,269513,0.9241958260536194,81,0.1858345866203308,22771.22239637375,68,1722835776.7740033,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
514,273419,,82,,23151.644574403763,69,1722836157.1961813,0.6552744507789612,0.7839707732200623,0.6552744507789612,0.7839707732200623,1.926670789718628,1.926670789718628,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
515,273419,0.9216158390045166,83,0.1944301575422287,23151.646368980408,69,1722836157.1979759,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
516,277325,0.9198628664016724,84,0.1999872922897339,23472.73201441765,70,1722836478.2836213,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
517,281231,0.9191436171531677,85,0.20087368786334991,23793.684077739716,71,1722836799.2356846,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
518,285137,0.9121242761611938,86,0.218881756067276,24114.52082133293,72,1722837120.0724282,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
519,289043,0.9144218564033508,87,0.21244682371616364,24435.548245191574,73,1722837441.099852,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
520,292949,,88,,24815.775953531265,74,1722837821.3275604,1.0588713884353638,0.7130356431007385,1.0588713884353638,0.7130356431007385,2.8866946697235107,2.8866946697235107,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
521,292949,0.9148563146591187,89,0.21099735796451569,24815.777752637863,74,1722837821.3293595,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
522,296855,0.9160136580467224,90,0.20779959857463837,25136.647590637207,75,1722838142.1991975,,,,,,,161,128,,,85,0,4,,,position_relative,,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,31,4,fresh-water-18
