,interpolate_loss,interpolate_teacher_forcing_acc,interpolate_perplexity,train_loss,epoch,_timestamp,extrapolate_loss,trainer/global_step,extrapolate_perplexity,_runtime,_step,train_teacher_forcing_acc,extrapolate_teacher_forcing_acc,symbol_retrieval,loss_ignore_idx,abstractor_kwargs,output_spec,out_block_size,encoder_kwargs,decoder_kwargs,d_model,n_layers_dec,in_block_size,n_layers_enc,input_spec,out_dim,group,symbol_retrieval_kwargs,name
69,,,,0.2305973917245865,58,1723886456.5353043,,230453,,19462.734889268875,69,0.9072887897491455,,position_relative,0,,,31,,,128,4,161,4,,85,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,giddy-bee-46
70,0.7215299606323242,0.7506306767463684,2.05853271484375,,59,1723886834.4008107,0.7215299606323242,234359,2.05853271484375,19840.600395679474,70,,0.7506306767463684,position_relative,0,,,31,,,128,4,161,4,,85,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,giddy-bee-46
71,,,,0.22807981073856354,59,1723886834.4025636,,234359,,19840.602148532867,71,0.9081895351409912,,position_relative,0,,,31,,,128,4,161,4,,85,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,giddy-bee-46
72,,,,0.225971981883049,60,1723887153.0475316,,238265,,20159.247116565704,72,0.9091141223907471,,position_relative,0,,,31,,,128,4,161,4,,85,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,giddy-bee-46
73,,,,0.22599436342716217,61,1723887471.728141,,242171,,20477.92772603035,73,0.9092933535575867,,position_relative,0,,,31,,,128,4,161,4,,85,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,giddy-bee-46
74,,,,0.2219657301902771,62,1723887790.420081,,246077,,20796.61966586113,74,0.9107903242111206,,position_relative,0,,,31,,,128,4,161,4,,85,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,giddy-bee-46
75,,,,0.21906843781471252,63,1723888109.137363,,249983,,21115.33694791794,75,0.911984384059906,,position_relative,0,,,31,,,128,4,161,4,,85,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,giddy-bee-46
76,0.8039671778678894,0.7311369180679321,2.23553729057312,,64,1723888487.1278949,0.8039671778678894,253889,2.23553729057312,21493.327479839325,76,,0.7311369180679321,position_relative,0,,,31,,,128,4,161,4,,85,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,giddy-bee-46
77,,,,0.21724200248718262,64,1723888487.1296742,,253889,,21493.32925915718,77,0.9126476049423218,,position_relative,0,,,31,,,128,4,161,4,,85,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,giddy-bee-46
78,,,,0.21529141068458557,65,1723888805.8071845,,257795,,21812.006769418716,78,0.913581907749176,,position_relative,0,,,31,,,128,4,161,4,,85,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,giddy-bee-46
79,,,,0.21182146668434143,66,1723889124.3153672,,261701,,22130.51495218277,79,0.9151102304458618,,position_relative,0,,,31,,,128,4,161,4,,85,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,giddy-bee-46
80,,,,0.2087562531232834,67,1723889443.0232146,,265607,,22449.222799539566,80,0.9167180061340332,,position_relative,0,,,31,,,128,4,161,4,,85,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,giddy-bee-46
81,,,,0.2060689628124237,68,1723889761.8786504,,269513,,22768.078235387802,81,0.9178583025932312,,position_relative,0,,,31,,,128,4,161,4,,85,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,giddy-bee-46
82,0.7973746061325073,0.727899432182312,2.220768451690674,,69,1723890139.741691,0.7973746061325073,273419,2.220768451690674,23145.941276073456,82,,0.727899432182312,position_relative,0,,,31,,,128,4,161,4,,85,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,giddy-bee-46
83,,,,0.20346449315547943,69,1723890139.7434473,,273419,,23145.94303226471,83,0.9189567565917969,,position_relative,0,,,31,,,128,4,161,4,,85,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,giddy-bee-46
84,,,,0.20134171843528748,70,1723890458.5902123,,277325,,23464.78979730606,84,0.9197817444801331,,position_relative,0,,,31,,,128,4,161,4,,85,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,giddy-bee-46
85,,,,0.19840453565120697,71,1723890777.3212836,,281231,,23783.52086853981,85,0.921130895614624,,position_relative,0,,,31,,,128,4,161,4,,85,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,giddy-bee-46
86,,,,0.19591303169727325,72,1723891096.1285625,,285137,,24102.328147411346,86,0.9219708442687988,,position_relative,0,,,31,,,128,4,161,4,,85,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,giddy-bee-46
87,,,,0.20135027170181274,73,1723891415.032623,,289043,,24421.232208013535,87,0.9208473563194275,,position_relative,0,,,31,,,128,4,161,4,,85,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,giddy-bee-46
88,0.6872725486755371,0.7575850486755371,1.9890280961990356,,74,1723891793.1946938,0.6872725486755371,292949,1.9890280961990356,24799.394278764725,88,,0.7575850486755371,position_relative,0,,,31,,,128,4,161,4,,85,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,giddy-bee-46
89,,,,0.19428588449954987,74,1723891793.1964126,,292949,,24799.39599752426,89,0.9229926466941833,,position_relative,0,,,31,,,128,4,161,4,,85,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,giddy-bee-46
90,,,,0.1896665245294571,75,1723892112.0507133,,296855,,25118.250298261642,90,0.9246037602424622,,position_relative,0,,,31,,,128,4,161,4,,85,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,giddy-bee-46
91,,,,0.1872219294309616,76,1723892430.8858824,,300761,,25437.085467338562,91,0.9255204200744629,,position_relative,0,,,31,,,128,4,161,4,,85,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,giddy-bee-46
92,,,,0.18462039530277252,77,1723892749.7199914,,304667,,25755.91957640648,92,0.9266048073768616,,position_relative,0,,,31,,,128,4,161,4,,85,enc_sa=4; enc_ra=4; dec_sa=8; dec_ra=0; d_cross=8; d=128; el=4; dl=4,,giddy-bee-46
