,_step,train_loss,epoch,_runtime,_timestamp,interpolate_loss,trainer/global_step,extrapolate_teacher_forcing_acc,train_teacher_forcing_acc,interpolate_teacher_forcing_acc,extrapolate_loss,extrapolate_perplexity,interpolate_perplexity,loss_ignore_idx,abstractor_kwargs,output_spec,out_block_size,decoder_kwargs,encoder_kwargs,d_model,n_layers_dec,in_block_size,n_layers_enc,input_spec,out_dim,group,symbol_retrieval,symbol_retrieval_kwargs,name
4778,100,,84,11331.863680362701,1722613977.5900674,0.3059335947036743,332009,0.7265603542327881,,0.7265603542327881,0.3059335947036743,2.208019495010376,2.208019495010376,,,,31,,,128,2,161,2,,85,"Abstractor - L=2, d=128, h=8",,,zesty-firebrand-6
4779,101,0.2247113585472107,84,11331.865371465683,1722613977.5917585,,332009,,0.7735369801521301,,,,,,,,31,,,128,2,161,2,,85,"Abstractor - L=2, d=128, h=8",,,zesty-firebrand-6
4780,102,0.22451049089431763,85,11459.58668088913,1722614105.313068,,335915,,0.773739218711853,,,,,,,,31,,,128,2,161,2,,85,"Abstractor - L=2, d=128, h=8",,,zesty-firebrand-6
4781,103,0.22354957461357117,86,11587.314229726791,1722614233.0406168,,339821,,0.7745891213417053,,,,,,,,31,,,128,2,161,2,,85,"Abstractor - L=2, d=128, h=8",,,zesty-firebrand-6
4782,104,0.22287680208683014,87,11715.031915664673,1722614360.7583027,,343727,,0.7751861214637756,,,,,,,,31,,,128,2,161,2,,85,"Abstractor - L=2, d=128, h=8",,,zesty-firebrand-6
4783,105,0.22229695320129395,88,11842.749761343002,1722614488.4761484,,347633,,0.7757955193519592,,,,,,,,31,,,128,2,161,2,,85,"Abstractor - L=2, d=128, h=8",,,zesty-firebrand-6
4784,106,,89,11997.164918422699,1722614642.8913054,0.30162206292152405,351539,0.7299482822418213,,0.7299482822418213,0.30162206292152405,2.1835246086120605,2.1835246086120605,,,,31,,,128,2,161,2,,85,"Abstractor - L=2, d=128, h=8",,,zesty-firebrand-6
4785,107,0.22157783806324005,89,11997.166650295258,1722614642.8930373,,351539,,0.7764718532562256,,,,,,,,31,,,128,2,161,2,,85,"Abstractor - L=2, d=128, h=8",,,zesty-firebrand-6
4786,108,0.22101569175720215,90,12124.890790462494,1722614770.6171775,,355445,,0.776974081993103,,,,,,,,31,,,128,2,161,2,,85,"Abstractor - L=2, d=128, h=8",,,zesty-firebrand-6
4787,109,0.22047561407089233,91,12252.617621660233,1722614898.3440087,,359351,,0.7774983048439026,,,,,,,,31,,,128,2,161,2,,85,"Abstractor - L=2, d=128, h=8",,,zesty-firebrand-6
4788,110,0.2198203206062317,92,12380.3419983387,1722615026.0683854,,363257,,0.7780928611755371,,,,,,,,31,,,128,2,161,2,,85,"Abstractor - L=2, d=128, h=8",,,zesty-firebrand-6
4789,111,0.21942374110221863,93,12508.071047782898,1722615153.7974348,,367163,,0.7785032391548157,,,,,,,,31,,,128,2,161,2,,85,"Abstractor - L=2, d=128, h=8",,,zesty-firebrand-6
4790,112,,94,12662.429021120071,1722615308.1554081,0.2992619574069977,371069,0.7321767210960388,,0.7321767210960388,0.2992619574069977,2.170236587524414,2.170236587524414,,,,31,,,128,2,161,2,,85,"Abstractor - L=2, d=128, h=8",,,zesty-firebrand-6
4791,113,0.2187395989894867,94,12662.430768728256,1722615308.1571558,,371069,,0.7791016101837158,,,,,,,,31,,,128,2,161,2,,85,"Abstractor - L=2, d=128, h=8",,,zesty-firebrand-6
4792,114,0.21848973631858826,95,12790.16020154953,1722615435.8865886,,374975,,0.7793556451797485,,,,,,,,31,,,128,2,161,2,,85,"Abstractor - L=2, d=128, h=8",,,zesty-firebrand-6
4793,115,0.21804402768611908,96,12917.898894786835,1722615563.6252818,,378881,,0.7797977328300476,,,,,,,,31,,,128,2,161,2,,85,"Abstractor - L=2, d=128, h=8",,,zesty-firebrand-6
4794,116,0.21769419312477112,97,13045.620443344116,1722615691.3468304,,382787,,0.7801890969276428,,,,,,,,31,,,128,2,161,2,,85,"Abstractor - L=2, d=128, h=8",,,zesty-firebrand-6
4795,117,0.2172236293554306,98,13173.35048532486,1722615819.0768723,,386693,,0.7806406021118164,,,,,,,,31,,,128,2,161,2,,85,"Abstractor - L=2, d=128, h=8",,,zesty-firebrand-6
4796,118,,99,13327.68298125267,1722615973.4093683,0.2962125241756439,390599,0.7346251606941223,,0.7346251606941223,0.2962125241756439,2.1531872749328613,2.1531872749328613,,,,31,,,128,2,161,2,,85,"Abstractor - L=2, d=128, h=8",,,zesty-firebrand-6
4797,119,0.21653974056243896,99,13327.684676647186,1722615973.4110637,,390599,,0.7811868190765381,,,,,,,,31,,,128,2,161,2,,85,"Abstractor - L=2, d=128, h=8",,,zesty-firebrand-6
4798,0,0.3459651470184326,0,184.78117966651917,1722597450.3920007,,3905,,0.6611819267272949,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4799,1,0.2968076765537262,1,362.5418698787689,1722597628.152691,,7811,,0.7026830315589905,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4800,2,0.2905571460723877,2,540.3323459625244,1722597805.943167,,11717,,0.7089967131614685,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4801,3,0.2864744961261749,3,718.1209006309509,1722597983.7317216,,15623,,0.7128841876983643,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4802,4,,4,931.5997638702393,1722598197.2105849,0.37350666522979736,19529,0.6662691831588745,,0.6662691831588745,0.37350666522979736,2.629911422729492,2.629911422729492,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4803,5,0.2837519347667694,4,931.6021857261658,1722598197.2130067,,19529,,0.7155547738075256,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4804,6,0.2813859283924103,5,1109.51278758049,1722598375.1236086,,23435,,0.7179545760154724,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4805,7,0.2792646884918213,6,1287.2656848430634,1722598552.8765059,,27341,,0.7203034162521362,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4806,8,0.27728307247161865,7,1465.1351895332336,1722598730.7460105,,31247,,0.7223276495933533,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4807,9,0.27525007724761963,8,1643.014216184616,1722598908.6250372,,35153,,0.7245757579803467,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4808,10,,9,1856.727471113205,1722599122.3382921,0.3636409342288971,39059,0.6762360334396362,,0.6762360334396362,0.3636409342288971,2.5636403560638428,2.5636403560638428,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4809,11,0.2731485068798065,9,1856.7296993732452,1722599122.3405204,,39059,,0.7269301414489746,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4810,12,0.2715601623058319,10,2034.7086441516876,1722599300.3194652,,42965,,0.7287207245826721,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4811,13,0.2695787847042084,11,2212.75351190567,1722599478.364333,,46871,,0.7310325503349304,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4812,14,0.2674144506454468,12,2390.740595817566,1722599656.3514168,,50777,,0.7334207892417908,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4813,15,0.26504525542259216,13,2568.7355451583862,1722599834.3463662,,54683,,0.7363075017929077,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4814,16,,14,2782.7304542064667,1722600048.3412752,0.34975379705429077,58589,0.6904625296592712,,0.6904625296592712,0.34975379705429077,2.473120927810669,2.473120927810669,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4815,17,0.2631071209907532,14,2782.7326838970184,1722600048.343505,,58589,,0.7385942339897156,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4816,18,0.2617280185222626,15,2960.5289330482483,1722600226.139754,,62495,,0.740189790725708,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4817,19,0.2604149580001831,16,3138.284649848938,1722600403.8954709,,66401,,0.7415567636489868,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4818,20,0.25947636365890503,17,3316.0549581050873,1722600581.665779,,70307,,0.7425535321235657,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4819,21,0.25865668058395386,18,3494.030590772629,1722600759.6414118,,74213,,0.7433782815933228,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4820,22,,19,3707.7662076950073,1722600973.3770287,0.3453401029109955,78119,0.6944528818130493,,0.6944528818130493,0.3453401029109955,2.4450299739837646,2.4450299739837646,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4821,23,0.2579162120819092,19,3707.7685039043427,1722600973.379325,,78119,,0.7441685199737549,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4822,24,0.2573378086090088,20,3885.57488155365,1722601151.1857026,,82025,,0.7447806000709534,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4823,25,0.256680965423584,21,4063.356785774231,1722601328.9676068,,85931,,0.7454184293746948,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4824,26,0.25610989332199097,22,4241.123707771301,1722601506.7345288,,89837,,0.7459577322006226,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4825,27,0.255458801984787,23,4418.947535037994,1722601684.558356,,93743,,0.746570348739624,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4826,28,,24,4632.459523200989,1722601898.0703442,0.3429165482521057,97649,0.6966044306755066,,0.6966044306755066,0.3429165482521057,2.4297428131103516,2.4297428131103516,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4827,29,0.2548786997795105,24,4632.461752653122,1722601898.0725737,,97649,,0.7470389604568481,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4828,30,0.25432196259498596,25,4810.303318500519,1722602075.9141395,,101555,,0.7476283311843872,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4829,31,0.2539047598838806,26,4988.113657951355,1722602253.724479,,105461,,0.7480233311653137,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4830,32,0.2535286843776703,27,5165.919961690903,1722602431.5307827,,109367,,0.7482870221138,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4831,33,0.25300097465515137,28,5343.717986106873,1722602609.328807,,113273,,0.7487828135490417,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4832,34,,29,5557.032753705978,1722602822.6435747,0.3423618972301483,117179,0.6984128952026367,,0.6984128952026367,0.3423618972301483,2.4262781143188477,2.4262781143188477,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4833,35,0.2525838315486908,29,5557.034908294678,1722602822.6457293,,117179,,0.7491647601127625,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4834,36,0.25210580229759216,30,5734.929675579071,1722603000.5404966,,121085,,0.7494586706161499,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4835,37,0.25181442499160767,31,5912.795833349228,1722603178.4066544,,124991,,0.7497686743736267,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4836,38,0.25157099962234497,32,6090.680128335953,1722603356.2909493,,128897,,0.7499632239341736,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4837,39,0.25108131766319275,33,6268.547375202179,1722603534.1581962,,132803,,0.7504541873931885,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4838,40,,34,6481.919214963913,1722603747.530036,0.3374636173248291,136709,0.7011752724647522,,0.7011752724647522,0.3374636173248291,2.395707607269287,2.395707607269287,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4839,41,0.2506166100502014,34,6481.921455621719,1722603747.5322766,,136709,,0.750857949256897,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4840,42,0.25015637278556824,35,6659.86078286171,1722603925.4716039,,140615,,0.7512994408607483,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4841,43,0.2496364712715149,36,6837.890283823013,1722604103.5011048,,144521,,0.7518020272254944,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4842,44,0.24889321625232697,37,7015.914902448654,1722604281.5257235,,148427,,0.7525097131729126,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4843,45,0.2479940503835678,38,7193.944359779358,1722604459.5551808,,152333,,0.7533583641052246,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4844,46,,39,7407.560271024704,1722604673.171092,0.3311885595321655,156239,0.7059604525566101,,0.7059604525566101,0.3311885595321655,2.3571043014526367,2.3571043014526367,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4845,47,0.24704858660697937,39,7407.562468767166,1722604673.1732898,,156239,,0.7541921138763428,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4846,48,0.24610699713230133,40,7585.464577198029,1722604851.0753982,,160145,,0.7549870610237122,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4847,49,0.2453131228685379,41,7763.380599737167,1722605028.9914207,,164051,,0.7556767463684082,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4848,50,0.24413101375102997,42,7941.297549009323,1722605206.90837,,167957,,0.7566897869110107,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4849,51,0.24344609677791595,43,8119.206273317337,1722605384.8170943,,171863,,0.7573029398918152,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4850,52,,44,8332.641396045685,1722605598.252217,0.3225388824939728,175769,0.7131604552268982,,0.7131604552268982,0.3225388824939728,2.3049399852752686,2.3049399852752686,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4851,53,0.24204720556735992,44,8332.643697977066,1722605598.254519,,175769,,0.7584602236747742,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4852,54,0.24100567400455475,45,8510.42568063736,1722605776.0365016,,179675,,0.7593650817871094,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4853,55,0.24003052711486816,46,8688.184001684189,1722605953.7948227,,183581,,0.7601099610328674,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4854,56,0.23916500806808472,47,8865.94510269165,1722606131.5559237,,187487,,0.7608330845832825,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4855,57,0.2382889688014984,48,9043.706697940826,1722606309.317519,,191393,,0.7616340517997742,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4856,58,,49,9256.90783071518,1722606522.5186517,0.3156379759311676,195299,0.7184826731681824,,0.7184826731681824,0.3156379759311676,2.264148712158203,2.264148712158203,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4857,59,0.23744626343250275,49,9256.909861087799,1722606522.520682,,195299,,0.762295663356781,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4858,60,0.2365398406982422,50,9434.673462629318,1722606700.2842836,,199205,,0.763100266456604,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4859,61,0.23579564690589905,51,9612.398304700851,1722606878.0091257,,203111,,0.7636885643005371,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4860,62,0.23499800264835358,52,9790.118954181671,1722607055.7297752,,207017,,0.7643445134162903,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4861,63,0.23432713747024536,53,9967.861922979355,1722607233.472744,,210923,,0.7648887038230896,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4862,64,,54,10181.04592704773,1722607446.656748,0.307830274105072,214829,0.7234715223312378,,0.7234715223312378,0.307830274105072,2.218837261199951,2.218837261199951,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4863,65,0.23369833827018738,54,10181.048203706741,1722607446.6590247,,214829,,0.7654707431793213,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4864,66,0.23322029411792755,55,10358.869637012482,1722607624.480458,,218735,,0.7658262848854065,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4865,67,0.23253485560417175,56,10536.669965744019,1722607802.2807868,,222641,,0.7663721442222595,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4866,68,0.23189447820186615,57,10714.453456640244,1722607980.0642776,,226547,,0.7668960094451904,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4867,69,0.2313552349805832,58,10892.24821472168,1722608157.8590357,,230453,,0.7673132419586182,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4868,70,,59,11105.549795866013,1722608371.1606169,0.30588293075561523,234359,0.7254503965377808,,0.7254503965377808,0.30588293075561523,2.2077181339263916,2.2077181339263916,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4869,71,0.23064793646335602,59,11105.551933526993,1722608371.1627545,,234359,,0.7679048180580139,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4870,72,0.23012951016426086,60,11283.423921346664,1722608549.0347424,,238265,,0.7682884931564331,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4871,73,0.22965873777866364,61,11461.299441814423,1722608726.9102628,,242171,,0.7687436938285828,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4872,74,0.2288864403963089,62,11639.196352005005,1722608904.807173,,246077,,0.7693697810173035,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4873,75,0.22825326025485992,63,11817.085009336472,1722609082.6958303,,249983,,0.7699288129806519,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4874,76,,64,12030.539393424988,1722609296.1502144,0.29967358708381653,253889,0.7303450107574463,,0.7303450107574463,0.29967358708381653,2.172520875930786,2.172520875930786,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4875,77,0.22755517065525055,64,12030.541476249695,1722609296.1522973,,253889,,0.7705371379852295,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4876,78,0.2268814891576767,65,12208.514075279236,1722609474.1248963,,257795,,0.7710979580879211,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4877,79,0.2262897938489914,66,12386.542803287506,1722609652.1536243,,261701,,0.771587610244751,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4878,80,0.2258107215166092,67,12564.571548223495,1722609830.1823692,,265607,,0.7719716429710388,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4879,81,0.22513839602470398,68,12742.60373878479,1722610008.2145598,,269513,,0.7725192308425903,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4880,82,,69,12956.146222352982,1722610221.7570434,0.29608985781669617,273419,0.7326303124427795,,0.7326303124427795,0.29608985781669617,2.1524550914764404,2.1524550914764404,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4881,83,0.22474338114261627,69,12956.148434638977,1722610221.7592556,,273419,,0.7729417681694031,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4882,84,0.2242363840341568,70,13134.16586613655,1722610399.7766871,,277325,,0.7733231782913208,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4883,85,0.22440674901008606,71,13312.196520328522,1722610577.8073413,,281231,,0.7731881737709045,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4884,86,0.22391024231910706,72,13490.216732263565,1722610755.8275533,,285137,,0.7735252976417542,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4885,87,0.22347760200500488,73,13668.22431755066,1722610933.8351386,,289043,,0.7739400863647461,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4886,88,,74,13881.71063542366,1722611147.3214564,0.2939569652080536,292949,0.7345231175422668,,0.7345231175422668,0.2939569652080536,2.1406166553497314,2.1406166553497314,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4887,89,0.22308601438999176,74,13881.712985754013,1722611147.3238068,,292949,,0.7742149829864502,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4888,90,0.2227213829755783,75,14059.50707578659,1722611325.1178968,,296855,,0.7744673490524292,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4889,91,0.22223667800426483,76,14237.306864976883,1722611502.917686,,300761,,0.7749421000480652,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4890,92,0.22190050780773163,77,14415.103520393372,1722611680.7143414,,304667,,0.7751666903495789,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4891,93,0.22140522301197052,78,14592.890243768692,1722611858.5010648,,308573,,0.7756139039993286,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4892,94,,79,14806.183406352997,1722612071.7942274,0.29280582070350647,312479,0.7356696724891663,,0.7356696724891663,0.29280582070350647,2.1342570781707764,2.1342570781707764,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4893,95,0.22112645208835602,79,14806.185520410538,1722612071.7963414,,312479,,0.7758609652519226,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4894,96,0.22069647908210754,80,14984.167555093765,1722612249.778376,,316385,,0.7762297987937927,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4895,97,0.22028827667236328,81,15161.909976005554,1722612427.520797,,320291,,0.7764893174171448,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4896,98,0.22000570595264435,82,15339.649538755417,1722612605.2603598,,324197,,0.7767754197120667,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4897,99,0.22004401683807373,83,15517.390587091446,1722612783.001408,,328103,,0.7767645120620728,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4898,100,,84,15731.095846652985,1722612996.7066677,0.2887131869792938,332009,0.7381634712219238,,0.7381634712219238,0.2887131869792938,2.1117539405822754,2.1117539405822754,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4899,101,0.21947601437568665,84,15731.097966194153,1722612996.7087872,,332009,,0.7771303057670593,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4900,102,0.2191590815782547,85,15908.97956418991,1722613174.5903852,,335915,,0.7774237394332886,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4901,103,0.2189221829175949,86,16086.803634643555,1722613352.4144557,,339821,,0.777586042881012,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4902,104,0.218847393989563,87,16264.552340745926,1722613530.1631618,,343727,,0.7776580452919006,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4903,105,0.21855270862579346,88,16442.309315681458,1722613707.9201367,,347633,,0.7779027819633484,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4904,106,,89,16655.65529847145,1722613921.2661195,0.2874443531036377,351539,0.7391231656074524,,0.7391231656074524,0.2874443531036377,2.1048481464385986,2.1048481464385986,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4905,107,0.2183433622121811,89,16655.657398700714,1722613921.2682197,,351539,,0.7780978083610535,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4906,108,0.21819299459457397,90,16833.525356054306,1722614099.136177,,355445,,0.7782520651817322,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4907,109,0.2180149257183075,91,17011.319636821747,1722614276.9304578,,359351,,0.7783468961715698,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4908,110,0.21788151562213898,92,17189.098134994507,1722614454.708956,,363257,,0.7785621881484985,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
4909,111,0.21764014661312103,93,17366.885838747025,1722614632.4966598,,367163,,0.7786657214164734,,,,,,,,31,,,128,1,161,1,,85,"Abstractor - L=1, d=128, h=8",,,faithful-bee-5
