,_step,train_loss,epoch,_runtime,_timestamp,interpolate_loss,trainer/global_step,extrapolate_teacher_forcing_acc,train_teacher_forcing_acc,interpolate_teacher_forcing_acc,extrapolate_loss,extrapolate_perplexity,interpolate_perplexity,loss_ignore_idx,abstractor_kwargs,output_spec,out_block_size,decoder_kwargs,encoder_kwargs,d_model,n_layers_dec,in_block_size,n_layers_enc,input_spec,out_dim,group,symbol_retrieval,symbol_retrieval_kwargs,name
1574,100,,84,21956.346117973328,1723778423.542743,0.3288778066635132,332009,0.8801727890968323,,0.8801727890968323,0.3288778066635132,1.3895343542099,1.3895343542099,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,chocolate-firefly-33
1575,101,0.2671847939491272,84,21956.347774505615,1723778423.5443995,,332009,,0.9040427207946777,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,chocolate-firefly-33
1576,102,0.2637189030647278,85,22204.912822961807,1723778672.109448,,335915,,0.905262291431427,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,chocolate-firefly-33
1577,103,0.2604667842388153,86,22453.442235946655,1723778920.638861,,339821,,0.906437337398529,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,chocolate-firefly-33
1578,104,0.2568259835243225,87,22702.026903152466,1723779169.2235281,,343727,,0.9077491760253906,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,chocolate-firefly-33
1579,105,0.2534458637237549,88,22950.598519802094,1723779417.7951448,,347633,,0.9089948534965515,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,chocolate-firefly-33
1580,106,,89,23247.59962081909,1723779714.7962458,0.30675217509269714,351539,0.88797527551651,,0.88797527551651,0.30675217509269714,1.3591201305389404,1.3591201305389404,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,chocolate-firefly-33
1581,107,0.25016364455223083,89,23247.60129737854,1723779714.7979224,,351539,,0.9101687073707581,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,chocolate-firefly-33
1582,108,0.24710188806056976,90,23495.93206000328,1723779963.128685,,355445,,0.9112286567687988,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,chocolate-firefly-33
1583,109,0.24417024850845337,91,23744.592233657837,1723780211.7888587,,359351,,0.9123668670654297,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,chocolate-firefly-33
1584,110,0.24179257452487946,92,23993.198637247086,1723780460.3952622,,363257,,0.9132768511772156,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,chocolate-firefly-33
1585,111,0.238956019282341,93,24241.78574872017,1723780708.9823737,,367163,,0.9142984747886658,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,chocolate-firefly-33
1586,112,,94,24538.72665333748,1723781005.9232783,0.28782328963279724,371069,0.8947122097015381,,0.8947122097015381,0.28782328963279724,1.3336293697357178,1.3336293697357178,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,chocolate-firefly-33
1587,113,0.23630695044994354,94,24538.728714466095,1723781005.9253395,,371069,,0.9152287244796753,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,chocolate-firefly-33
1588,114,0.23381835222244263,95,24787.309470415115,1723781254.5060954,,374975,,0.9160974025726318,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,chocolate-firefly-33
1589,115,0.23111115396022797,96,25035.860825300217,1723781503.0574503,,378881,,0.9170896410942078,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,chocolate-firefly-33
1590,116,0.22924400866031647,97,25284.46861243248,1723781751.6652374,,382787,,0.9177444577217102,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,chocolate-firefly-33
1591,117,0.22678953409194946,98,25533.045784950256,1723782000.24241,,386693,,0.9186251163482666,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,chocolate-firefly-33
1592,118,,99,25829.962842464447,1723782297.1594675,0.28331345319747925,390599,0.896922767162323,,0.896922767162323,0.28331345319747925,1.3276307582855225,1.3276307582855225,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,chocolate-firefly-33
1593,119,0.2235807180404663,99,25829.964503765106,1723782297.1611288,,390599,,0.9197903275489807,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,chocolate-firefly-33
1594,0,0.9237796068191528,0,253.23002362251282,1723755353.4098885,,3905,,0.6852790117263794,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1595,1,0.8436851501464844,1,500.11223816871643,1723755600.292103,,7811,,0.7107770442962646,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1596,2,0.8294726610183716,2,747.4868245124817,1723755847.6666894,,11717,,0.7155287861824036,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1597,3,0.8203169107437134,3,994.8325390815735,1723756095.012404,,15623,,0.7186417579650879,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1598,4,,4,1290.3552751541138,1723756390.53514,0.9714470505714417,19529,0.6656826734542847,,0.6656826734542847,0.9714470505714417,2.6419787406921387,2.6419787406921387,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1599,5,0.8130146861076355,4,1290.3572227954865,1723756390.5370877,,19529,,0.7209480404853821,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1600,6,0.806941032409668,5,1537.7847745418549,1723756637.9646394,,23435,,0.7229722738265991,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1601,7,0.8026050925254822,6,1785.1924047470093,1723756885.3722696,,27341,,0.7244090437889099,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1602,8,0.7985509634017944,7,2032.6405692100525,1723757132.820434,,31247,,0.7258231043815613,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1603,9,0.7944747805595398,8,2280.047089576721,1723757380.2269545,,35153,,0.7272337675094604,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1604,10,,9,2575.583088159561,1723757675.762953,0.9498878717422485,39059,0.672474205493927,,0.672474205493927,0.9498878717422485,2.585618257522583,2.585618257522583,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1605,11,0.7910282611846924,9,2575.5847334861755,1723757675.7645984,,39059,,0.7285386919975281,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1606,12,0.7867967486381531,10,2823.0023550987244,1723757923.18222,,42965,,0.7299802899360657,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1607,13,0.7831799387931824,11,3070.389922618866,1723758170.5697875,,46871,,0.7313199043273926,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1608,14,0.7800598740577698,12,3317.8023929595947,1723758417.9822578,,50777,,0.732478678226471,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1609,15,0.7765940427780151,13,3565.232106924057,1723758665.4119718,,54683,,0.733746349811554,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1610,16,,14,3860.821522951126,1723758961.0013878,0.9208897948265076,58589,0.682341992855072,,0.682341992855072,0.9208897948265076,2.5116963386535645,2.5116963386535645,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1611,17,0.7726544737815857,14,3860.8231835365295,1723758961.0030484,,58589,,0.7351171374320984,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1612,18,0.7689154744148254,15,4108.296851396561,1723759208.4767163,,62495,,0.7364774942398071,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1613,19,0.7653913497924805,16,4355.776226043701,1723759455.956091,,66401,,0.7377927303314209,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1614,20,0.7623938322067261,17,4603.245436906815,1723759703.4253018,,70307,,0.7388710975646973,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1615,21,0.7591073513031006,18,4850.71572470665,1723759950.8955896,,74213,,0.7400503754615784,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1616,22,,19,5146.298768997192,1723760246.4786339,0.8978967070579529,78119,0.6902251839637756,,0.6902251839637756,0.8978967070579529,2.4545974731445312,2.4545974731445312,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1617,23,0.7551591992378235,19,5146.300394296646,1723760246.4802592,,78119,,0.741563618183136,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1618,24,0.7522892951965332,20,5393.795793771744,1723760493.9756587,,82025,,0.7426208853721619,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1619,25,0.747848391532898,21,5641.261093854904,1723760741.4409587,,85931,,0.744306743144989,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1620,26,0.7430476546287537,22,5888.745616912842,1723760988.9254818,,89837,,0.7459799647331238,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1621,27,0.7383697032928467,23,6136.206380844116,1723761236.3862457,,93743,,0.7475133538246155,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1622,28,,24,6431.669700145721,1723761531.849565,0.8765197992324829,97649,0.6982576847076416,,0.6982576847076416,0.8765197992324829,2.4026854038238525,2.4026854038238525,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1623,29,0.7338981032371521,24,6431.67137336731,1723761531.8512383,,97649,,0.7490837574005127,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1624,30,0.7289451360702515,25,6678.655434131622,1723761778.835299,,101555,,0.7507062554359436,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1625,31,0.722495436668396,26,6925.629140377045,1723762025.8090053,,105461,,0.7526842355728149,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1626,32,0.7158613204956055,27,7172.614266872406,1723762272.7941318,,109367,,0.7547127604484558,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1627,33,0.7096937894821167,28,7419.588498592377,1723762519.7683635,,113273,,0.756668210029602,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1628,34,,29,7714.578358411789,1723762814.7582233,0.8457119464874268,117179,0.7085385918617249,,0.7085385918617249,0.8457119464874268,2.329798936843872,2.329798936843872,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1629,35,0.7033671140670776,29,7714.580044746399,1723762814.7599096,,117179,,0.7587044835090637,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1630,36,0.6962429881095886,30,7961.562072515488,1723763061.7419374,,121085,,0.7610143423080444,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1631,37,0.6888138055801392,31,8208.558744192123,1723763308.738609,,124991,,0.7634595036506653,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1632,38,0.6814436316490173,32,8456.079873800278,1723763556.2597387,,128897,,0.7658492922782898,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1633,39,0.6733706593513489,33,8703.589323997498,1723763803.769189,,132803,,0.7683978080749512,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1634,40,,34,8999.239887237549,1723764099.4197521,0.8082504868507385,136709,0.7213069796562195,,0.7213069796562195,0.8082504868507385,2.2441534996032715,2.2441534996032715,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1635,41,0.6655885577201843,34,8999.241581439972,1723764099.4214463,,136709,,0.7708799839019775,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1636,42,0.6572480201721191,35,9246.764495134354,1723764346.94436,,140615,,0.7735540270805359,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1637,43,0.648586630821228,36,9494.277636051178,1723764594.457501,,144521,,0.7763466835021973,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1638,44,0.6390313506126404,37,9741.790322303772,1723764841.9701872,,148427,,0.7793682813644409,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1639,45,0.6294381618499756,38,9989.299342632294,1723765089.4792075,,152333,,0.7823600172996521,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1640,46,,39,10284.91195821762,1723765385.091823,0.7385314106941223,156239,0.7433792948722839,,0.7433792948722839,0.7385314106941223,2.093064308166504,2.093064308166504,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1641,47,0.6177849769592285,39,10284.91356921196,1723765385.093434,,156239,,0.7859717607498169,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1642,48,0.6049990057945251,40,10532.43959736824,1723765632.6194623,,160145,,0.789806067943573,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1643,49,0.5912967920303345,41,10779.935970067978,1723765880.115835,,164051,,0.793922483921051,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1644,50,0.5783193111419678,42,11027.444004774094,1723766127.6238697,,167957,,0.7977403402328491,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1645,51,0.5663499236106873,43,11274.923150777817,1723766375.1030157,,171863,,0.8012869954109192,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1646,52,,44,11570.582072734833,1723766670.7619376,0.6691611409187317,175769,0.7624905705451965,,0.7624905705451965,0.6691611409187317,1.952794075012207,1.952794075012207,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1647,53,0.5547791719436646,44,11570.583727121353,1723766670.763592,,175769,,0.8046882748603821,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1648,54,0.5439878702163696,45,11818.07393360138,1723766918.2537985,,179675,,0.8080228567123413,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1649,55,0.5338245630264282,46,12065.540212154388,1723767165.720077,,183581,,0.8112229704856873,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1650,56,0.5236693024635315,47,12313.01507639885,1723767413.1949413,,187487,,0.8143662810325623,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1651,57,0.5137782096862793,48,12560.535032987595,1723767660.7148979,,191393,,0.8174964785575867,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1652,58,,49,12856.198334693909,1723767956.3781996,0.6001996397972107,195299,0.7835186719894409,,0.7835186719894409,0.6001996397972107,1.822674036026001,1.822674036026001,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1653,59,0.5034375786781311,49,12856.199998140335,1723767956.379863,,195299,,0.8206846714019775,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1654,60,0.4909055829048157,50,13103.743941545486,1723768203.9238064,,199205,,0.8247455358505249,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1655,61,0.4745178818702698,51,13351.266437292099,1723768451.4463022,,203111,,0.8301348090171814,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1656,62,0.4554023742675781,52,13598.80965089798,1723768698.9895158,,207017,,0.8370506763458252,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1657,63,0.438915491104126,53,13846.350496768951,1723768946.5303617,,210923,,0.8424628376960754,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1658,64,,54,14142.063271522522,1723769242.2431364,0.5074383020401001,214829,0.8139849901199341,,0.8139849901199341,0.5074383020401001,1.6611969470977783,1.6611969470977783,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1659,65,0.42365923523902893,54,14142.064949512482,1723769242.2448144,,214829,,0.8476352095603943,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1660,66,0.4092399775981903,55,14389.584446191788,1723769489.764311,,218735,,0.8524258136749268,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1661,67,0.39692559838294983,56,14637.08330488205,1723769737.2631698,,222641,,0.8565000891685486,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1662,68,0.3858453631401062,57,14884.608268737793,1723769984.7881336,,226547,,0.8601518869400024,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1663,69,0.37579652667045593,58,15132.098211050034,1723770232.278076,,230453,,0.8636165261268616,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1664,70,,59,15427.797997951508,1723770527.9778628,0.44284161925315857,234359,0.835111677646637,,0.835111677646637,0.44284161925315857,1.5572681427001953,1.5572681427001953,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1665,71,0.3658735752105713,59,15427.799651384354,1723770527.9795163,,234359,,0.867059588432312,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1666,72,0.3565984070301056,60,15675.355948925018,1723770775.5358138,,238265,,0.8703746199607849,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1667,73,0.3483072817325592,61,15922.89693069458,1723771023.0767956,,242171,,0.8733712434768677,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1668,74,0.34025344252586365,62,16170.455994844437,1723771270.6358597,,246077,,0.8761911988258362,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1669,75,0.3322412073612213,63,16417.995745897293,1723771518.1756108,,249983,,0.8791710734367371,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1670,76,,64,16713.697654247284,1723771813.8775191,0.40703725814819336,253889,0.8487758636474609,,0.8487758636474609,0.40703725814819336,1.502498745918274,1.502498745918274,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
1671,77,0.3247908055782318,64,16713.69932293892,1723771813.8791878,,253889,,0.8818856477737427,,,,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,misty-wildflower-32
