,trainer/global_step,extrapolate_teacher_forcing_acc,_runtime,extrapolate_loss,extrapolate_perplexity,interpolate_perplexity,_timestamp,interpolate_loss,interpolate_teacher_forcing_acc,train_teacher_forcing_acc,_step,epoch,train_loss,loss_ignore_idx,abstractor_kwargs,output_spec,out_block_size,decoder_kwargs,encoder_kwargs,d_model,n_layers_dec,in_block_size,n_layers_enc,input_spec,out_dim,group,symbol_retrieval,symbol_retrieval_kwargs,name
2893,97649.0,,6454.884007930756,,,,1722854426.769861,,,0.995010256767273,29.0,24.0,0.014852089807391167,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2894,101555.0,,6703.144532442093,,,,1722854675.0303855,,,0.9951745867729187,30.0,25.0,0.014386915601789951,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2895,105461.0,,6951.36612534523,,,,1722854923.2519784,,,0.9953365921974182,31.0,26.0,0.013869043439626694,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2896,109367.0,,7199.587026834488,,,,1722855171.47288,,,0.9954929351806641,32.0,27.0,0.01338716596364975,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2897,113273.0,,7447.811747789383,,,,1722855419.6976008,,,0.995600700378418,33.0,28.0,0.013039193116128445,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2898,117179.0,0.998512864112854,7744.272369861603,0.003951458726078272,1.0039604902267456,1.0039604902267456,1722855716.158223,0.003951458726078272,0.998512864112854,,34.0,29.0,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2899,117179.0,,7744.274033069611,,,,1722855716.1598861,,,0.9957152605056763,35.0,29.0,0.012706953100860119,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2900,121085.0,,7992.675503492355,,,,1722855964.5613565,,,0.995795726776123,36.0,30.0,0.012401917017996311,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2901,124991.0,,8241.058340549469,,,,1722856212.9441936,,,0.9958953261375427,37.0,31.0,0.012101588770747185,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2902,128897.0,,8489.450190544128,,,,1722856461.3360436,,,0.9960100054740906,38.0,32.0,0.011716480366885662,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2903,132803.0,,8737.842534303665,,,,1722856709.7283874,,,0.9960924983024597,39.0,33.0,0.011455187574028969,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2904,136709.0,0.9985712766647339,9034.458499670029,0.0036919673439115286,1.0037002563476562,1.0037002563476562,1722857006.3443527,0.0036919673439115286,0.9985712766647339,,40.0,34.0,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2905,136709.0,,9034.460136651993,,,,1722857006.3459897,,,0.9961548447608948,41.0,34.0,0.011259925551712513,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2906,140615.0,,9282.886828899384,,,,1722857254.772682,,,0.9962387681007385,42.0,35.0,0.011008083820343018,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2907,144521.0,,9531.294818162918,,,,1722857503.1806712,,,0.9962983131408691,43.0,36.0,0.010802706703543663,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2908,148427.0,,9779.691977977753,,,,1722857751.577831,,,0.996366560459137,44.0,37.0,0.010608273558318615,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2909,152333.0,,10028.049242019653,,,,1722857999.935095,,,0.9964101314544678,45.0,38.0,0.010449900291860104,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2910,156239.0,0.9986538290977478,10324.690154314041,0.0034131340216845274,1.0034195184707642,1.0034195184707642,1722858296.5760074,0.0034131340216845274,0.9986538290977478,,46.0,39.0,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2911,156239.0,,10324.691806077957,,,,1722858296.5776591,,,0.9964739680290222,47.0,39.0,0.010264676995575428,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2912,160145.0,,10573.082445859909,,,,1722858544.968299,,,0.9965214729309082,48.0,40.0,0.01006255205720663,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2913,164051.0,,10821.45401597023,,,,1722858793.339869,,,0.9965859651565552,49.0,41.0,0.009847838431596756,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2914,167957.0,,11069.84758234024,,,,1722859041.7334354,,,0.996634304523468,50.0,42.0,0.009697020053863525,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2915,171863.0,,11318.240984916687,,,,1722859290.126838,,,0.9966898560523987,51.0,43.0,0.009558366611599922,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2916,175769.0,0.9989357590675354,11614.870552778244,0.002556153340265155,1.0025599002838135,1.0025599002838135,1722859586.7564058,0.002556153340265155,0.9989357590675354,,52.0,44.0,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2917,175769.0,,11614.872174501419,,,,1722859586.7580276,,,0.9967206716537476,53.0,44.0,0.009431332349777222,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2918,179675.0,,11863.258724689484,,,,1722859835.1445777,,,0.9967672228813171,54.0,45.0,0.009319144301116467,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2919,183581.0,,12111.596406459808,,,,1722860083.4822595,,,0.9968134164810181,55.0,46.0,0.009152003563940525,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2920,187487.0,,12359.93175125122,,,,1722860331.8176043,,,0.996843695640564,56.0,47.0,0.009072473272681236,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2921,191393.0,,12608.267064332962,,,,1722860580.1529174,,,0.9969068765640259,57.0,48.0,0.008893048390746117,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2922,195299.0,0.9989437460899353,12904.809524297714,0.0025384791661053896,1.0025408267974854,1.0025408267974854,1722860876.6953773,0.0025384791661053896,0.9989437460899353,,58.0,49.0,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2923,195299.0,,12904.811183691025,,,,1722860876.6970367,,,0.9969280362129211,59.0,49.0,0.00879003293812275,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2924,199205.0,,13153.196455478668,,,,1722861125.0823085,,,0.9969729781150818,60.0,50.0,0.008676542900502682,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2925,203111.0,,13401.55204796791,,,,1722861373.437901,,,0.9970061182975769,61.0,51.0,0.008521933108568192,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2926,207017.0,,13649.901297807693,,,,1722861621.7871509,,,0.9970210194587708,62.0,52.0,0.008441472426056862,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2927,210923.0,,13898.250792503357,,,,1722861870.1366456,,,0.9970396161079407,63.0,53.0,0.008375171571969986,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2928,214829.0,0.9989110231399536,14194.826846599579,0.0026083728298544884,1.0026123523712158,1.0026123523712158,1722862166.7126997,0.0026083728298544884,0.9989110231399536,,64.0,54.0,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2929,214829.0,,14194.828501939774,,,,1722862166.714355,,,0.9970867037773132,65.0,54.0,0.008250260725617409,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2930,218735.0,,14443.279403209686,,,,1722862415.1652563,,,0.9970978498458862,66.0,55.0,0.008190108463168144,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2931,222641.0,,14691.70481467247,,,,1722862663.5906677,,,0.9971293807029724,67.0,56.0,0.008114797994494438,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2932,226547.0,,14940.09938120842,,,,1722862911.9852343,,,0.9971629977226257,68.0,57.0,0.008012691512703896,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2933,230453.0,,15188.503099679947,,,,1722863160.3889527,,,0.997197687625885,69.0,58.0,0.007933336310088634,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2934,234359.0,0.9989286661148071,15485.122334003448,0.002593533368781209,1.002597689628601,1.002597689628601,1722863457.008187,0.002593533368781209,0.9989286661148071,,70.0,59.0,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2935,234359.0,,15485.123963594437,,,,1722863457.0098166,,,0.997209370136261,71.0,59.0,0.007860848680138588,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2936,238265.0,,15733.593064785004,,,,1722863705.4789178,,,0.9972460269927979,72.0,60.0,0.007735487073659897,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2937,242171.0,,15982.032391786575,,,,1722863953.9182448,,,0.9972617030143738,73.0,61.0,0.007701890543103218,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2938,246077.0,,16230.46105837822,,,,1722864202.3469114,,,0.9973053932189941,74.0,62.0,0.007585839834064245,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2939,249983.0,,16478.905665397644,,,,1722864450.7915184,,,0.997303307056427,75.0,63.0,0.007545858155936003,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2940,253889.0,0.9988874197006226,16775.60548210144,0.002772030420601368,1.00277578830719,1.00277578830719,1722864747.4913352,0.002772030420601368,0.9988874197006226,,76.0,64.0,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2941,253889.0,,16775.607132196426,,,,1722864747.4929852,,,0.9973351359367371,77.0,64.0,0.007477894891053438,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2942,257795.0,,17023.975448846817,,,,1722864995.861302,,,0.9973474144935608,78.0,65.0,0.007422939408570528,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2943,261701.0,,17272.34464931488,,,,1722865244.2305024,,,0.9973694086074829,79.0,66.0,0.007368813268840313,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2944,265607.0,,17520.700498342514,,,,1722865492.5863514,,,0.9973878264427185,80.0,67.0,0.007326277904212475,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2945,269513.0,,17769.05668950081,,,,1722865740.9425426,,,0.9974186420440674,81.0,68.0,0.007211575284600258,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2946,273419.0,0.9990646243095398,18065.656621217728,0.002137072617188096,1.002139687538147,1.002139687538147,1722866037.5424743,0.002137072617188096,0.9990646243095398,,82.0,69.0,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2947,273419.0,,18065.658289432526,,,,1722866037.5441425,,,0.9974246025085449,83.0,69.0,0.007217716425657272,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2948,277325.0,,18314.014966726303,,,,1722866285.9008198,,,0.997443675994873,84.0,70.0,0.007137504871934652,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2949,281231.0,,18562.355424404144,,,,1722866534.2412775,,,0.9974493384361267,85.0,71.0,0.007093195803463459,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2950,285137.0,,18810.72194504738,,,,1722866782.607798,,,0.9974756240844727,86.0,72.0,0.007010249421000481,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2951,289043.0,,19059.095366716385,,,,1722867030.9812198,,,0.9974863529205322,87.0,73.0,0.006972263567149639,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2952,292949.0,0.999043881893158,19355.739432811737,0.002191792009398341,1.002194881439209,1.002194881439209,1722867327.6252859,0.002191792009398341,0.999043881893158,,88.0,74.0,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2953,292949.0,,19355.741095781326,,,,1722867327.6269488,,,0.9974913597106934,89.0,74.0,0.006941529922187328,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2954,296855.0,,19604.27237892151,,,,1722867576.158232,,,0.9975107312202454,90.0,75.0,0.006883734837174416,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2955,300761.0,,19852.719549417496,,,,1722867824.6054025,,,0.9975348711013794,91.0,76.0,0.006824808660894632,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2956,304667.0,,20101.17834997177,,,,1722868073.064203,,,0.9975587725639343,92.0,77.0,0.006736101116985083,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2957,308573.0,,20349.593171834946,,,,1722868321.479025,,,0.9975689053535461,93.0,78.0,0.006726827472448349,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2958,312479.0,0.9990953207015991,20646.238696575165,0.0020905386190861464,1.0020930767059326,1.0020930767059326,1722868618.1245496,0.0020905386190861464,0.9990953207015991,,94.0,79.0,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2959,312479.0,,20646.240356445312,,,,1722868618.1262095,,,0.997585654258728,95.0,79.0,0.006686534732580185,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2960,316385.0,,20894.6320707798,,,,1722868866.5179238,,,0.9975758194923401,96.0,80.0,0.006678116973489523,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2961,320291.0,,21143.011917352676,,,,1722869114.8977704,,,0.9975953698158264,97.0,81.0,0.006619134917855263,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2962,324197.0,,21391.38605570793,,,,1722869363.2719088,,,0.9976131319999695,98.0,82.0,0.006562071852385998,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2963,328103.0,,21639.771552324295,,,,1722869611.6574054,,,0.9976357221603394,99.0,83.0,0.006515970919281244,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2964,332009.0,0.9991424083709717,21936.431908369064,0.0019264023285359144,1.0019283294677734,1.0019283294677734,1722869908.3177614,0.0019264023285359144,0.9991424083709717,,100.0,84.0,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2965,332009.0,,21936.433569908142,,,,1722869908.319423,,,0.9976463317871094,101.0,84.0,0.006440823432058096,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2966,335915.0,,22184.95450282097,,,,1722870156.8403559,,,0.9976583123207092,102.0,85.0,0.006429701577872038,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2967,339821.0,,22433.421068906784,,,,1722870405.306922,,,0.9976570010185242,103.0,86.0,0.006400868762284517,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2968,343727.0,,22681.88661313057,,,,1722870653.7724662,,,0.997674822807312,104.0,87.0,0.006382450461387634,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2969,347633.0,,22930.31415462494,,,,1722870902.2000077,,,0.9976906776428223,105.0,88.0,0.006331275682896376,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2970,351539.0,0.9990013837814331,23226.938805103302,0.002298182575032115,1.0023009777069092,1.0023009777069092,1722871198.8246582,0.002298182575032115,0.9990013837814331,,106.0,89.0,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2971,351539.0,,23226.940446853638,,,,1722871198.8263,,,0.9977055191993713,107.0,89.0,0.006284014787524939,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2972,355445.0,,23475.349791526794,,,,1722871447.2356446,,,0.9977328777313232,108.0,90.0,0.006191890686750412,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2973,359351.0,,23723.719306707382,,,,1722871695.6051598,,,0.9977356195449829,109.0,91.0,0.006190700922161341,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2974,363257.0,,23972.127206802368,,,,1722871944.0130599,,,0.9977652430534363,110.0,92.0,0.006127301137894392,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2975,367163.0,,24220.52159023285,,,,1722872192.4074433,,,0.9977766871452332,111.0,93.0,0.006080704275518656,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2976,371069.0,0.9993054270744324,24517.16857433319,0.0017106776358559728,1.0017118453979492,1.0017118453979492,1722872489.0544274,0.0017106776358559728,0.9993054270744324,,112.0,94.0,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2977,371069.0,,24517.170223474503,,,,1722872489.0560765,,,0.997852087020874,113.0,94.0,0.005981383379548788,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2978,374975.0,,24765.505089759827,,,,1722872737.3909428,,,0.9980233907699585,114.0,95.0,0.005690125282853842,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2979,378881.0,,25013.81160259247,,,,1722872985.6974556,,,0.9982640743255615,115.0,96.0,0.005227829795330763,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2980,382787.0,,25262.118536949158,,,,1722873234.00439,,,0.9983932375907898,116.0,97.0,0.004934379365295172,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2981,386693.0,,25510.411382436752,,,,1722873482.2972355,,,0.9985077381134033,117.0,98.0,0.004573490470647812,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2982,390599.0,0.9996838569641113,25806.96314382553,0.0008483669953420758,1.0008485317230225,1.0008485317230225,1722873778.8489969,0.0008483669953420758,0.9996838569641113,,118.0,99.0,,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2983,390599.0,,25806.964781999588,,,,1722873778.850635,,,0.9985759258270264,119.0,99.0,0.004383706953376532,0,,,31,,,144,4,161,4,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=4; dl=4,,,desert-resonance-22
2984,3905.0,,454.6842288970947,,,,1722846090.838804,,,0.5739761590957642,0.0,0.0,1.184258222579956,0,,,31,,,144,3,161,3,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=3; dl=3,,,likely-glitter-21
2985,7811.0,,901.7012708187103,,,,1722846537.855846,,,0.7052662968635559,1.0,1.0,0.8133314251899719,0,,,31,,,144,3,161,3,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=3; dl=3,,,likely-glitter-21
2986,11717.0,,1348.5883920192719,,,,1722846984.7429671,,,0.8183537125587463,2.0,2.0,0.5019062161445618,0,,,31,,,144,3,161,3,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=3; dl=3,,,likely-glitter-21
2987,15623.0,,1795.4979100227356,,,,1722847431.6524851,,,0.8720883131027222,3.0,3.0,0.3545028865337372,0,,,31,,,144,3,161,3,,85,enc_sa=8; enc_ra=0; dec_sa=8; dec_ra=0; d_cross=8; d=144; el=3; dl=3,,,likely-glitter-21
