name,test/acc_hexos,_runtime,test/loss_hexos,_timestamp,test/loss_in_distribution,_wandb,_step,test/acc_stripes,test/loss_stripes,test/acc_in_distribution,sa_kwargs,d_model,image_shape,ra_type,n_layers,task,bias,norm_first,dff,activation,n_heads_sa,num_params,pool,symbol_retrieval_kwargs,patch_size,num_classes,val_size,ra_kwargs,dropout_rate,baseline_model,train_size,model_config,symbol_retrieval,group,n_heads_ra,model_name
xoccurs__predinet_train_size=1000__2024_08_05_00_53_57,0.5667999982833862,21.763307571411133,2.2769997119903564,1722833659.1427596,2.3419129848480225,{'runtime': 20},0.0,0.5486500263214111,3.012608766555786,0.5727999806404114,,,,,,xoccurs,,,,,,376690,,,,,5000,,,predinet,1000,"{'d_model': 128, 'n_heads': 16, 'n_classes': 2, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'n_relations': 8}",,xoccurs__predinet,,predinet
occurs__corelnet_train_size=1500__2024_08_05_00_53_43,0.8855500221252441,29.2269983291626,0.8439667224884033,1722833652.8829114,0.4718218743801117,{'runtime': 28},0.0,0.7718499898910522,1.8699755668640137,0.928600013256073,,,,,,occurs,,,,,,215522,,,,,5000,,,corelnet,1500,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2}",,occurs__corelnet,,corelnet
xoccurs__corelnet_train_size=250__2024_08_05_00_53_33,0.5952000021934509,40.65177345275879,7.3854241371154785,1722833655.7904654,7.101472854614258,{'runtime': 40},0.0,0.6028500199317932,4.863308429718018,0.6215999722480774,,,,,,xoccurs,,,,,,215522,,,,,5000,,,corelnet,250,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2}",,xoccurs__corelnet,,corelnet
xoccurs__predinet_train_size=750__2024_08_05_00_53_29,0.5213000178337097,23.24775719642639,3.2267420291900635,1722833632.8893812,3.127319097518921,{'runtime': 22},0.0,0.5341500043869019,2.7102882862091064,0.52920001745224,,,,,,xoccurs,,,,,,376690,,,,,5000,,,predinet,750,"{'d_model': 128, 'n_heads': 16, 'n_classes': 2, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'n_relations': 8}",,xoccurs__predinet,,predinet
occurs__abstractor_train_size=1000__2024_08_05_00_53_26,0.5951499938964844,43.83910298347473,3.364063262939453,1722833649.867493,2.3638997077941895,{'runtime': 42},0.0,0.5906500220298767,4.747525215148926,0.6244000196456909,,,,,,occurs,,,,,,469986,,,,,5000,,,abstractor,1000,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2, 'abstractor_kwargs': {'dff': 256, 'max_len': 9, 'n_heads': 4, 'n_layers': 2, 'activation': 'relu', 'norm_first': True, 'dropout_rate': 0, 'use_self_attn': True, 'symbol_retriever_type': 'positional', 'symbol_retriever_kwargs': {'max_length': 9, 'symbol_dim': 128}, 'symbol_add_pos_embedding': False}}",,occurs__abstractor,,abstractor
occurs__corelnet_train_size=1250__2024_08_05_00_53_09,0.8360999822616577,28.407381057739254,1.3333932161331177,1722833618.316572,0.7016005516052246,{'runtime': 27},0.0,0.7364500164985657,2.841874122619629,0.899399995803833,,,,,,occurs,,,,,,215522,,,,,5000,,,corelnet,1250,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2}",,occurs__corelnet,,corelnet
xoccurs__predinet_train_size=500__2024_08_05_00_53_01,0.5405499935150146,22.330689907073975,2.3221895694732666,1722833604.270551,2.306116104125977,{'runtime': 21},0.0,0.5467000007629395,1.9815826416015625,0.5393000245094299,,,,,,xoccurs,,,,,,376690,,,,,5000,,,predinet,500,"{'d_model': 128, 'n_heads': 16, 'n_classes': 2, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'n_relations': 8}",,xoccurs__predinet,,predinet
occurs__predinet_train_size=2500__2024_08_05_00_52_46,0.9406999945640564,28.440636157989506,0.20290826261043549,1722833595.3189692,0.15365314483642578,{'runtime': 27},0.0,0.9164000153541564,0.28819698095321655,0.9563000202178956,,,,,,occurs,,,,,,376690,,,,,5000,,,predinet,2500,"{'d_model': 128, 'n_heads': 16, 'n_classes': 2, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'n_relations': 8}",,occurs__predinet,,predinet
occurs__corelnet_train_size=1000__2024_08_05_00_52_37,0.8381500244140625,28.774673223495483,1.3167765140533447,1722833585.9856665,0.9587101340293884,{'runtime': 27},0.0,0.7502999901771545,2.979867935180664,0.8772000074386597,,,,,,occurs,,,,,,215522,,,,,5000,,,corelnet,1000,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2}",,occurs__corelnet,,corelnet
occurs__abstractor_train_size=750__2024_08_05_00_52_35,0.5557000041007996,46.36171889305115,3.339155912399292,1722833601.6036408,3.1124985218048096,{'runtime': 45},0.0,0.5623999834060669,3.846800804138184,0.5655999779701233,,,,,,occurs,,,,,,469986,,,,,5000,,,abstractor,750,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2, 'abstractor_kwargs': {'dff': 256, 'max_len': 9, 'n_heads': 4, 'n_layers': 2, 'activation': 'relu', 'norm_first': True, 'dropout_rate': 0, 'use_self_attn': True, 'symbol_retriever_type': 'positional', 'symbol_retriever_kwargs': {'max_length': 9, 'symbol_dim': 128}, 'symbol_add_pos_embedding': False}}",,occurs__abstractor,,abstractor
xoccurs__predinet_train_size=250__2024_08_05_00_52_30,0.5103999972343445,25.841413021087646,3.211308717727661,1722833576.95585,3.260215759277344,{'runtime': 25},0.0,0.5367500185966492,2.3480629920959473,0.5115000009536743,,,,,,xoccurs,,,,,,376690,,,,,5000,,,predinet,250,"{'d_model': 128, 'n_heads': 16, 'n_classes': 2, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'n_relations': 8}",,xoccurs__predinet,,predinet
occurs__predinet_train_size=2250__2024_08_05_00_52_14,0.940400004386902,28.294367790222168,0.20693980157375336,1722833562.321494,0.16088804602622986,{'runtime': 27},0.0,0.8946999907493591,0.39092686772346497,0.955299973487854,,,,,,occurs,,,,,,376690,,,,,5000,,,predinet,2250,"{'d_model': 128, 'n_heads': 16, 'n_classes': 2, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'n_relations': 8}",,occurs__predinet,,predinet
occurs__corelnet_train_size=750__2024_08_05_00_51_55,0.76705002784729,32.788516998291016,2.036536693572998,1722833548.280333,1.4519622325897217,{'runtime': 31},0.0,0.6624000072479248,3.7493062019348145,0.803600013256073,,,,,,occurs,,,,,,215522,,,,,5000,,,corelnet,750,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2}",,occurs__corelnet,,corelnet
same__abstractor_train_size=2500__2024_08_05_00_51_49,0.975350022315979,27.31284236907959,0.13634438812732697,1722833537.2641437,0.09904161095619202,{'runtime': 26},0.0,0.9562000036239624,0.2578776478767395,0.9836000204086304,,,,,,same,,,,,,469986,,,,,5000,,,abstractor,2500,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2, 'abstractor_kwargs': {'dff': 256, 'max_len': 9, 'n_heads': 4, 'n_layers': 2, 'activation': 'relu', 'norm_first': True, 'dropout_rate': 0, 'use_self_attn': True, 'symbol_retriever_type': 'positional', 'symbol_retriever_kwargs': {'max_length': 9, 'symbol_dim': 128}, 'symbol_add_pos_embedding': False}}",,same__abstractor,,abstractor
occurs__abstractor_train_size=500__2024_08_05_00_51_43,0.5368499755859375,44.2886106967926,5.0623459815979,1722833547.8018906,3.869252443313598,{'runtime': 45},0.0,0.5580000281333923,4.838018894195557,0.5669999718666077,,,,,,occurs,,,,,,469986,,,,,5000,,,abstractor,500,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2, 'abstractor_kwargs': {'dff': 256, 'max_len': 9, 'n_heads': 4, 'n_layers': 2, 'activation': 'relu', 'norm_first': True, 'dropout_rate': 0, 'use_self_attn': True, 'symbol_retriever_type': 'positional', 'symbol_retriever_kwargs': {'max_length': 9, 'symbol_dim': 128}, 'symbol_add_pos_embedding': False}}",,occurs__abstractor,,abstractor
occurs__predinet_train_size=2000__2024_08_05_00_51_40,0.8744000196456909,27.995633840560913,0.5245133638381958,1722833528.7220178,0.3372914791107178,{'runtime': 26},0.0,0.7264500260353088,1.732524275779724,0.9104999899864196,,,,,,occurs,,,,,,376690,,,,,5000,,,predinet,2000,"{'d_model': 128, 'n_heads': 16, 'n_classes': 2, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'n_relations': 8}",,occurs__predinet,,predinet
occurs__corelnet_train_size=500__2024_08_05_00_51_18,0.7394499778747559,32.52866864204407,2.082089900970459,1722833511.2948897,1.2489522695541382,{'runtime': 31},0.0,0.6952499747276306,2.774674415588379,0.8077999949455261,,,,,,occurs,,,,,,215522,,,,,5000,,,corelnet,500,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2}",,occurs__corelnet,,corelnet
same__abstractor_train_size=2250__2024_08_05_00_51_10,0.9754499793052672,35.1078941822052,0.10484319925308228,1722833505.3345425,0.09800809621810912,{'runtime': 33},0.0,0.9388999938964844,0.2414867877960205,0.979099988937378,,,,,,same,,,,,,469986,,,,,5000,,,abstractor,2250,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2, 'abstractor_kwargs': {'dff': 256, 'max_len': 9, 'n_heads': 4, 'n_layers': 2, 'activation': 'relu', 'norm_first': True, 'dropout_rate': 0, 'use_self_attn': True, 'symbol_retriever_type': 'positional', 'symbol_retriever_kwargs': {'max_length': 9, 'symbol_dim': 128}, 'symbol_add_pos_embedding': False}}",,same__abstractor,,abstractor
occurs__predinet_train_size=1750__2024_08_05_00_51_07,0.910700023174286,28.34485101699829,0.3322935700416565,1722833495.896228,0.22908547520637512,{'runtime': 26},0.0,0.8812500238418579,0.5073269009590149,0.9315999746322632,,,,,,occurs,,,,,,376690,,,,,5000,,,predinet,1750,"{'d_model': 128, 'n_heads': 16, 'n_classes': 2, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'n_relations': 8}",,occurs__predinet,,predinet
occurs__abstractor_train_size=250__2024_08_05_00_50_49,0.5552999973297119,48.542996883392334,4.816359996795654,1722833499.171275,4.884532928466797,{'runtime': 48},0.0,0.541700005531311,6.525489807128906,0.5633000135421753,,,,,,occurs,,,,,,469986,,,,,5000,,,abstractor,250,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2, 'abstractor_kwargs': {'dff': 256, 'max_len': 9, 'n_heads': 4, 'n_layers': 2, 'activation': 'relu', 'norm_first': True, 'dropout_rate': 0, 'use_self_attn': True, 'symbol_retriever_type': 'positional', 'symbol_retriever_kwargs': {'max_length': 9, 'symbol_dim': 128}, 'symbol_add_pos_embedding': False}}",,occurs__abstractor,,abstractor
occurs__corelnet_train_size=250__2024_08_05_00_50_38,0.6940000057220459,35.14372944831848,4.270138263702393,1722833475.0552003,3.2461788654327393,{'runtime': 34},0.0,0.6657000184059143,3.0538268089294434,0.725600004196167,,,,,,occurs,,,,,,215522,,,,,5000,,,corelnet,250,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2}",,occurs__corelnet,,corelnet
occurs__predinet_train_size=1500__2024_08_05_00_50_32,0.7918499708175659,28.17678141593933,0.7950289845466614,1722833460.7987094,0.6887434720993042,{'runtime': 26},0.0,0.7868499755859375,0.8308514356613159,0.8120999932289124,,,,,,occurs,,,,,,376690,,,,,5000,,,predinet,1500,"{'d_model': 128, 'n_heads': 16, 'n_classes': 2, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'n_relations': 8}",,occurs__predinet,,predinet
same__abstractor_train_size=2000__2024_08_05_00_50_28,0.9611499905586244,35.795064210891724,0.21614184975624084,1722833464.01747,0.12885193526744845,{'runtime': 34},0.0,0.9024999737739564,0.5670421123504639,0.9785000085830688,,,,,,same,,,,,,469986,,,,,5000,,,abstractor,2000,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2, 'abstractor_kwargs': {'dff': 256, 'max_len': 9, 'n_heads': 4, 'n_layers': 2, 'activation': 'relu', 'norm_first': True, 'dropout_rate': 0, 'use_self_attn': True, 'symbol_retriever_type': 'positional', 'symbol_retriever_kwargs': {'max_length': 9, 'symbol_dim': 128}, 'symbol_add_pos_embedding': False}}",,same__abstractor,,abstractor
same__corelnet_train_size=2500__2024_08_05_00_50_06,0.9580000042915344,29.746252298355103,0.35231903195381165,1722833436.1307173,0.2485128492116928,{'runtime': 28},0.0,0.9709500074386596,0.22040991485118863,0.9746000170707704,,,,,,same,,,,,,215522,,,,,5000,,,corelnet,2500,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2}",,same__corelnet,,corelnet
occurs__predinet_train_size=1250__2024_08_05_00_49_55,0.8402000069618225,33.58659291267395,0.5608025789260864,1722833429.242749,0.4546110928058624,{'runtime': 30},0.0,0.796500027179718,0.8195990920066833,0.8626000285148621,,,,,,occurs,,,,,,376690,,,,,5000,,,predinet,1250,"{'d_model': 128, 'n_heads': 16, 'n_classes': 2, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'n_relations': 8}",,occurs__predinet,,predinet
same__abstractor_train_size=1750__2024_08_05_00_49_53,0.9732499718666076,29.653876781463623,0.18068711459636688,1722833423.0363967,0.08032383769750595,{'runtime': 28},0.0,0.9645500183105468,0.2266294956207275,0.9882000088691713,,,,,,same,,,,,,469986,,,,,5000,,,abstractor,1750,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2, 'abstractor_kwargs': {'dff': 256, 'max_len': 9, 'n_heads': 4, 'n_layers': 2, 'activation': 'relu', 'norm_first': True, 'dropout_rate': 0, 'use_self_attn': True, 'symbol_retriever_type': 'positional', 'symbol_retriever_kwargs': {'max_length': 9, 'symbol_dim': 128}, 'symbol_add_pos_embedding': False}}",,same__abstractor,,abstractor
same__corelnet_train_size=2250__2024_08_05_00_49_30,0.9384499788284302,31.07554721832275,0.39403966069221497,1722833401.7168913,0.25513967871665955,{'runtime': 29},0.0,0.970300018787384,0.15560734272003174,0.9550999999046326,,,,,,same,,,,,,215522,,,,,5000,,,corelnet,2250,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2}",,same__corelnet,,corelnet
same__abstractor_train_size=1500__2024_08_05_00_49_19,0.9316999912261964,29.66719365119934,0.4583571255207062,1722833389.3676066,0.2874416708946228,{'runtime': 28},0.0,0.8874499797821045,0.8387908339500427,0.9514999985694884,,,,,,same,,,,,,469986,,,,,5000,,,abstractor,1500,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2, 'abstractor_kwargs': {'dff': 256, 'max_len': 9, 'n_heads': 4, 'n_layers': 2, 'activation': 'relu', 'norm_first': True, 'dropout_rate': 0, 'use_self_attn': True, 'symbol_retriever_type': 'positional', 'symbol_retriever_kwargs': {'max_length': 9, 'symbol_dim': 128}, 'symbol_add_pos_embedding': False}}",,same__abstractor,,abstractor
occurs__predinet_train_size=1000__2024_08_05_00_49_16,0.7228000164031982,33.74967336654663,1.06252920627594,1722833390.4877863,0.9579896330833436,{'runtime': 32},0.0,0.6413000226020813,1.7393743991851809,0.7421000003814697,,,,,,occurs,,,,,,376690,,,,,5000,,,predinet,1000,"{'d_model': 128, 'n_heads': 16, 'n_classes': 2, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'n_relations': 8}",,occurs__predinet,,predinet
1task_match_patt__abstractor_train_size=25000__2024_08_05_00_49_08,0.9914000034332277,76.09944677352905,0.029940085485577583,1722833424.769158,0.04914272949099541,{'runtime': 74},0.0,0.9702000021934508,0.094867505133152,0.9890999794006348,,,,,,1task_match_patt,,,,,,469986,,,,,5000,,,abstractor,25000,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2, 'abstractor_kwargs': {'dff': 256, 'max_len': 9, 'n_heads': 4, 'n_layers': 2, 'activation': 'relu', 'norm_first': True, 'dropout_rate': 0, 'use_self_attn': True, 'symbol_retriever_type': 'positional', 'symbol_retriever_kwargs': {'max_length': 9, 'symbol_dim': 128}, 'symbol_add_pos_embedding': False}}",,1task_match_patt__abstractor,,abstractor
same__corelnet_train_size=2000__2024_08_05_00_48_56,0.9296000003814696,28.98713445663452,0.395817369222641,1722833365.9224565,0.2792198956012726,{'runtime': 27},0.0,0.9067000150680542,0.29995888471603394,0.9469000101089478,,,,,,same,,,,,,215522,,,,,5000,,,corelnet,2000,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2}",,same__corelnet,,corelnet
same__abstractor_train_size=1250__2024_08_05_00_48_46,0.9583500027656556,28.218079090118408,0.2329268753528595,1722833355.196754,0.18968713283538816,{'runtime': 27},0.0,0.9074000120162964,0.6480412483215332,0.9718999862670898,,,,,,same,,,,,,469986,,,,,5000,,,abstractor,1250,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2, 'abstractor_kwargs': {'dff': 256, 'max_len': 9, 'n_heads': 4, 'n_layers': 2, 'activation': 'relu', 'norm_first': True, 'dropout_rate': 0, 'use_self_attn': True, 'symbol_retriever_type': 'positional', 'symbol_retriever_kwargs': {'max_length': 9, 'symbol_dim': 128}, 'symbol_add_pos_embedding': False}}",,same__abstractor,,abstractor
occurs__predinet_train_size=750__2024_08_05_00_48_25,0.6741499900817871,46.095608949661255,1.2968565225601196,1722833352.1080968,1.1335384845733645,{'runtime': 44},0.0,0.6919999718666077,1.0554598569869995,0.7017999887466431,,,,,,occurs,,,,,,376690,,,,,5000,,,predinet,750,"{'d_model': 128, 'n_heads': 16, 'n_classes': 2, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'n_relations': 8}",,occurs__predinet,,predinet
same__corelnet_train_size=1750__2024_08_05_00_48_23,0.9426000118255616,29.495867252349857,0.3381127119064331,1722833332.7122922,0.222398579120636,{'runtime': 28},0.0,0.9387500286102296,0.3133598268032074,0.9563999772071838,,,,,,same,,,,,,215522,,,,,5000,,,corelnet,1750,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2}",,same__corelnet,,corelnet
same__abstractor_train_size=1000__2024_08_05_00_48_15,0.9215499758720398,27.818092823028564,0.49495911598205566,1722833323.0387628,0.4077662229537964,{'runtime': 26},0.0,0.9041500091552734,0.61356520652771,0.9333000183105468,,,,,,same,,,,,,469986,,,,,5000,,,abstractor,1000,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2, 'abstractor_kwargs': {'dff': 256, 'max_len': 9, 'n_heads': 4, 'n_layers': 2, 'activation': 'relu', 'norm_first': True, 'dropout_rate': 0, 'use_self_attn': True, 'symbol_retriever_type': 'positional', 'symbol_retriever_kwargs': {'max_length': 9, 'symbol_dim': 128}, 'symbol_add_pos_embedding': False}}",,same__abstractor,,abstractor
same__corelnet_train_size=1500__2024_08_05_00_47_50,0.9290000200271606,28.927295684814453,0.2760728895664215,1722833299.4117978,0.1775297224521637,{'runtime': 27},0.0,0.9448999762535096,0.1704244762659073,0.954200029373169,,,,,,same,,,,,,215522,,,,,5000,,,corelnet,1500,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2}",,same__corelnet,,corelnet
1task_match_patt__abstractor_train_size=22500__2024_08_05_00_47_46,0.9864000082015992,76.97981119155884,0.046046990901231766,1722833343.856831,0.06723590195178986,{'runtime': 75},0.0,0.9699500203132628,0.09498272091150284,0.9837999939918518,,,,,,1task_match_patt,,,,,,469986,,,,,5000,,,abstractor,22500,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2, 'abstractor_kwargs': {'dff': 256, 'max_len': 9, 'n_heads': 4, 'n_layers': 2, 'activation': 'relu', 'norm_first': True, 'dropout_rate': 0, 'use_self_attn': True, 'symbol_retriever_type': 'positional', 'symbol_retriever_kwargs': {'max_length': 9, 'symbol_dim': 128}, 'symbol_add_pos_embedding': False}}",,1task_match_patt__abstractor,,abstractor
occurs__predinet_train_size=500__2024_08_05_00_47_45,0.6115999817848206,35.72526931762695,2.218983888626098,1722833301.0474954,1.7896716594696045,{'runtime': 34},0.0,0.5131999850273132,4.793941020965576,0.6456999778747559,,,,,,occurs,,,,,,376690,,,,,5000,,,predinet,500,"{'d_model': 128, 'n_heads': 16, 'n_classes': 2, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'n_relations': 8}",,occurs__predinet,,predinet
same__abstractor_train_size=750__2024_08_05_00_47_40,0.9118000268936156,30.87311816215515,0.6064586639404297,1722833291.2602053,0.5098064541816711,{'runtime': 28},0.0,0.9093000292778016,0.6426538825035095,0.920199990272522,,,,,,same,,,,,,469986,,,,,5000,,,abstractor,750,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2, 'abstractor_kwargs': {'dff': 256, 'max_len': 9, 'n_heads': 4, 'n_layers': 2, 'activation': 'relu', 'norm_first': True, 'dropout_rate': 0, 'use_self_attn': True, 'symbol_retriever_type': 'positional', 'symbol_retriever_kwargs': {'max_length': 9, 'symbol_dim': 128}, 'symbol_add_pos_embedding': False}}",,same__abstractor,,abstractor
same__corelnet_train_size=1250__2024_08_05_00_47_15,0.9125499725341796,28.86433267593384,0.6690464615821838,1722833264.635017,0.3929726183414459,{'runtime': 27},0.0,0.947700023651123,0.26165804266929626,0.9394000172615052,,,,,,same,,,,,,215522,,,,,5000,,,corelnet,1250,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2}",,same__corelnet,,corelnet
same__abstractor_train_size=500__2024_08_05_00_47_07,0.8305500149726868,28.150490760803223,1.4230917692184448,1722833255.882969,1.3065658807754517,{'runtime': 27},0.0,0.7922499775886536,1.9081652164459229,0.8436999917030334,,,,,,same,,,,,,469986,,,,,5000,,,abstractor,500,"{'d_model': 128, 'patch_size': [12, 12], 'image_shape': [3, 36, 36], 'num_classes': 2, 'abstractor_kwargs': {'dff': 256, 'max_len': 9, 'n_heads': 4, 'n_layers': 2, 'activation': 'relu', 'norm_first': True, 'dropout_rate': 0, 'use_self_attn': True, 'symbol_retriever_type': 'positional', 'symbol_retriever_kwargs': {'max_length': 9, 'symbol_dim': 128}, 'symbol_add_pos_embedding': False}}",,same__abstractor,,abstractor
