group,name,_runtime,test/loss_hexos,test/acc_in_distribution,_timestamp,test/acc_hexos,_step,_wandb,test/acc_stripes,test/loss_in_distribution,test/loss_stripes,d_model,n_layers,symbol_retrieval,n_heads_rca,n_heads_sa,rca_type,rca_kwargs.symmetric_rels,n_heads,task,train_size,model_name
1task_match_patt__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,1task_match_patt__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=25000__2024_05_10_17_49_16,150.88625860214233,1.488314509391785,0.7448999881744385,1715377907.0046127,0.6769499778747559,0.0,{'runtime': 149},0.5685999989509583,0.9122230410575868,2.494844436645508,128,2,pos_sym_retriever,1.0,1.0,disentangled_v2,,,1task_match_patt,25000,sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
1task_match_patt__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,1task_match_patt__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=22500__2024_05_10_17_46_47,142.8776445388794,1.1628592014312744,0.9104999899864196,1715377751.0147057,0.8119500279426575,0.0,{'runtime': 142},0.59579998254776,0.35527533292770386,3.0822160243988037,128,2,pos_sym_retriever,1.0,1.0,disentangled_v2,,,1task_match_patt,22500,sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
1task_match_patt__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,1task_match_patt__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=20000__2024_05_10_17_44_25,138.07727718353271,1.2222483158111572,0.7439000010490417,1715377603.6305473,0.687749981880188,0.0,{'runtime': 136},0.5488499999046326,0.8004525899887085,2.3283631801605225,128,2,pos_sym_retriever,1.0,1.0,disentangled_v2,,,1task_match_patt,20000,sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
1task_match_patt__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,1task_match_patt__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=25000__2024_05_10_17_36_22,149.35876607894895,1.0903416872024536,0.9103000164031982,1715377131.4300091,0.8377500176429749,0.0,{'runtime': 148},0.6320499777793884,0.37411871552467346,3.163825511932373,128,2,pos_sym_retriever,1.0,1.0,disentangled_v2,,,1task_match_patt,25000,sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
1task_match_patt__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,1task_match_patt__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=22500__2024_05_10_17_33_53,143.6935179233551,1.5113444328308103,0.7398999929428101,1715376977.4633138,0.6786999702453613,0.0,{'runtime': 142},0.5781000256538391,0.8644773364067078,2.508965253829956,128,2,pos_sym_retriever,1.0,1.0,disentangled_v2,,,1task_match_patt,22500,sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
1task_match_patt__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,1task_match_patt__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=17500__2024_05_10_17_31_40,128.28433847427368,1.3414827585220337,0.7197999954223633,1715376828.6570466,0.6593999862670898,0.0,{'runtime': 127},0.5383999943733215,0.998933494091034,2.2503082752227783,128,2,pos_sym_retriever,1.0,1.0,disentangled_v2,,,1task_match_patt,17500,sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
1task_match_patt__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,1task_match_patt__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=20000__2024_05_10_17_31_31,138.3736126422882,0.48171913623809814,0.958199977874756,1715376830.0591967,0.91635000705719,0.0,{'runtime': 137},0.7343500256538391,0.20208778977394104,2.0520777702331543,128,2,pos_sym_retriever,1.0,1.0,disentangled_v2,,,1task_match_patt,20000,sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
1task_match_patt__sa=2; d=128; L=2,1task_match_patt__sa=2; d=128; L=2_train_size=25000__2024_05_10_17_29_50,95.4892578125,1.527800679206848,0.6021999716758728,1715376686.1459038,0.5572500228881836,0.0,{'runtime': 92},0.5321499705314636,1.380003809928894,1.7962169647216797,128,2,,,,,,2.0,1task_match_patt,25000,sa=2; d=128; L=2
1task_match_patt__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,1task_match_patt__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=15000__2024_05_10_17_29_34,122.62965416908264,1.409103274345398,0.7348999977111816,1715376696.730915,0.6839500069618225,0.0,{'runtime': 121},0.5691499710083008,0.9743958711624146,2.866199493408203,128,2,pos_sym_retriever,1.0,1.0,disentangled_v2,,,1task_match_patt,15000,sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
1task_match_patt__sa=2; d=128; L=2,1task_match_patt__sa=2; d=128; L=2_train_size=22500__2024_05_10_17_28_15,89.85492277145386,1.6371794939041138,0.5640000104904175,1715376585.4710767,0.5103999972343445,0.0,{'runtime': 88},0.5133000016212463,1.4580090045928955,1.8147468566894531,128,2,,,,,,2.0,1task_match_patt,22500,sa=2; d=128; L=2
1task_match_patt__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,1task_match_patt__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=12500__2024_05_10_17_27_31,117.22452330589294,2.1002514362335205,0.5386000275611877,1715376568.9912612,0.5120499730110168,0.0,{'runtime': 115},0.5031499862670898,1.956833004951477,2.2133727073669434,128,2,pos_sym_retriever,1.0,1.0,disentangled_v2,,,1task_match_patt,12500,sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
1task_match_patt__sa=2; d=128; L=2,1task_match_patt__sa=2; d=128; L=2_train_size=20000__2024_05_10_17_26_42,89.13420057296753,1.514413833618164,0.5550000071525574,1715376491.4627836,0.5182499885559082,0.0,{'runtime': 86},0.5141000151634216,1.3564763069152832,1.8023414611816408,128,2,,,,,,2.0,1task_match_patt,20000,sa=2; d=128; L=2
1task_match_patt__sa=2; d=128; L=2,1task_match_patt__sa=2; d=128; L=2_train_size=17500__2024_05_10_17_26_21,106.46733689308168,1.710692048072815,0.5641000270843506,1715376487.532383,0.5267500281333923,0.0,{'runtime': 104},0.5161499977111816,1.5831794738769531,1.8837597370147705,128,2,,,,,,2.0,1task_match_patt,17500,sa=2; d=128; L=2
1task_match_patt__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,1task_match_patt__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=17500__2024_05_10_17_26_08,123.41667222976685,1.1793781518936155,0.9004999995231628,1715376491.8804083,0.82464998960495,0.0,{'runtime': 122},0.6582000255584717,0.4655075669288635,3.0586187839508057,128,2,pos_sym_retriever,2.0,0.0,disentangled_v2,,,1task_match_patt,17500,sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
1task_match_patt__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,1task_match_patt__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=5000__2024_05_10_17_25_34,95.07644987106325,3.0085337162017822,0.5206000208854675,1715376447.286856,0.5035499930381775,0.0,{'runtime': 94},0.5088000297546387,2.8013250827789307,2.7401490211486816,128,2,pos_sym_retriever,1.0,1.0,disentangled_v2,,,1task_match_patt,5000,sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
1task_match_patt__sa=2; d=128; L=2,1task_match_patt__sa=2; d=128; L=2_train_size=15000__2024_05_10_17_24_34,101.75388503074646,1.979649782180786,0.5378000140190125,1715376376.429326,0.49915000796318054,0.0,{'runtime': 100},0.5117999911308289,1.7831645011901855,1.978071928024292,128,2,,,,,,2.0,1task_match_patt,15000,sa=2; d=128; L=2
1task_match_patt__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,1task_match_patt__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=15000__2024_05_10_17_24_07,117.04312062263487,0.9510493874549866,0.9031999707221984,1715376364.3474035,0.8450000286102295,0.0,{'runtime': 115},0.6383000016212463,0.4199763238430023,2.6828091144561768,128,2,pos_sym_retriever,2.0,0.0,disentangled_v2,,,1task_match_patt,15000,sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
1task_match_patt__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,1task_match_patt__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=25000__2024_05_10_17_23_28,149.69261956214905,0.6205151081085205,0.9623000025749208,1715376358.3580956,0.8752999901771545,0.0,{'runtime': 148},0.651449978351593,0.15584750473499298,1.7061361074447632,128,2,pos_sym_retriever,1.0,1.0,disentangled_v2,,,1task_match_patt,25000,sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
1task_match_patt__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,1task_match_patt__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=17500__2024_05_10_17_23_10,128.76766681671145,1.4202632904052734,0.7257000207901001,1715376319.4763937,0.6797000169754028,0.0,{'runtime': 127},0.5758500099182129,1.0387697219848633,2.853240966796875,128,2,pos_sym_retriever,1.0,1.0,disentangled_v2,,,1task_match_patt,17500,sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
1task_match_patt__sa=2; d=128; L=2,1task_match_patt__sa=2; d=128; L=2_train_size=12500__2024_05_10_17_22_52,98.47890830039978,2.09832763671875,0.5253999829292297,1715376270.8495853,0.5069000124931335,0.0,{'runtime': 96},0.503600001335144,1.9963321685791016,1.8309396505355835,128,2,,,,,,2.0,1task_match_patt,12500,sa=2; d=128; L=2
1task_match_patt__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,1task_match_patt__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=22500__2024_05_10_17_22_46,152.76695704460144,0.6303406953811646,0.9682000279426576,1715376319.53098,0.8704500198364258,0.0,{'runtime': 151},0.6146500110626221,0.13053137063980105,1.91210412979126,128,2,pos_sym_retriever,2.0,0.0,disentangled_v2,,,1task_match_patt,22500,sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
1task_match_patt__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,1task_match_patt__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=12500__2024_05_10_17_22_11,110.23592901229858,1.7176284790039062,0.70660001039505,1715376242.11888,0.6561499834060669,0.0,{'runtime': 108},0.5522000193595886,1.3733832836151123,2.917937994003296,128,2,pos_sym_retriever,2.0,0.0,disentangled_v2,,,1task_match_patt,12500,sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
1task_match_patt__sa=2; d=128; L=2,1task_match_patt__sa=2; d=128; L=2_train_size=25000__2024_05_10_17_21_36,94.29360055923462,1.5814521312713623,0.5875999927520752,1715376191.1211777,0.5376999974250793,0.0,{'runtime': 93},0.5245000123977661,1.34066641330719,1.6808338165283203,128,2,,,,,,2.0,1task_match_patt,25000,sa=2; d=128; L=2
1task_match_patt__sa=2; d=128; L=2,1task_match_patt__sa=2; d=128; L=2_train_size=5000__2024_05_10_17_21_26,81.3996856212616,2.8800997734069824,0.5174000263214111,1715376167.5366075,0.5044999718666077,0.0,{'runtime': 79},0.5014500021934509,2.817758560180664,2.9235968589782715,128,2,,,,,,2.0,1task_match_patt,5000,sa=2; d=128; L=2
1task_match_patt__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,1task_match_patt__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=15000__2024_05_10_17_21_04,122.46288323402403,1.7244778871536257,0.5861999988555908,1715376186.6842022,0.5559999942779541,0.0,{'runtime': 121},0.5461000204086304,1.5741981267929075,1.9582277536392212,128,2,pos_sym_retriever,1.0,1.0,disentangled_v2,,,1task_match_patt,15000,sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
1task_match_patt__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,1task_match_patt__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=22500__2024_05_10_17_21_02,142.4678020477295,0.7121137976646423,0.9315999746322632,1715376204.744764,0.8769000172615051,0.0,{'runtime': 141},0.7289999723434448,0.261277437210083,2.0067460536956787,128,2,pos_sym_retriever,1.0,1.0,disentangled_v2,,,1task_match_patt,22500,sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
1task_match_patt__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,1task_match_patt__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=5000__2024_05_10_17_20_34,92.88859605789185,3.0102286338806152,0.5148000121116638,1715376127.524015,0.5019500255584717,0.0,{'runtime': 91},0.5033000111579895,2.83787202835083,2.4499120712280273,128,2,pos_sym_retriever,2.0,0.0,disentangled_v2,,,1task_match_patt,5000,sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
1task_match_patt__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,1task_match_patt__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=20000__2024_05_10_17_20_16,145.60553216934204,0.7808248400688171,0.965499997138977,1715376162.0298932,0.8601499795913696,0.0,{'runtime': 144},0.60589998960495,0.15575774013996124,2.238727569580078,128,2,pos_sym_retriever,2.0,0.0,disentangled_v2,,,1task_match_patt,20000,sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
1task_match_patt__sa=2; d=128; L=2,1task_match_patt__sa=2; d=128; L=2_train_size=22500__2024_05_10_17_20_01,90.72730255126952,1.6354894638061523,0.582099974155426,1715376092.1114976,0.5350000262260437,0.0,{'runtime': 89},0.5285999774932861,1.4406940937042236,1.5384386777877808,128,2,,,,,,2.0,1task_match_patt,22500,sa=2; d=128; L=2
1task_match_patt__sa=2; d=128; L=2,1task_match_patt__sa=2; d=128; L=2_train_size=17500__2024_05_10_17_19_34,108.42250370979308,1.8413591384887695,0.5501999855041504,1715376082.5238495,0.5170999765396118,0.0,{'runtime': 107},0.5065500140190125,1.6356042623519895,1.7364052534103394,128,2,,,,,,2.0,1task_match_patt,17500,sa=2; d=128; L=2
1task_match_patt__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,1task_match_patt__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=12500__2024_05_10_17_19_03,117.22096943855286,1.218305587768555,0.8788999915122986,1715376060.9459543,0.8220000267028809,0.0,{'runtime': 115},0.644599974155426,0.6783393025398254,3.3015379905700684,128,2,pos_sym_retriever,1.0,1.0,disentangled_v2,,,1task_match_patt,12500,sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
1task_match_patt__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,1task_match_patt__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=20000__2024_05_10_17_18_40,137.42476415634155,1.4355747699737549,0.57669997215271,1715376058.4457111,0.5421000123023987,0.0,{'runtime': 135},0.5304999947547913,1.338728666305542,1.365878939628601,128,2,pos_sym_retriever,1.0,1.0,disentangled_v2,,,1task_match_patt,20000,sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
1task_match_patt__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,1task_match_patt__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=17500__2024_05_10_17_18_29,121.36800408363342,0.6428842544555664,0.9531999826431274,1715376031.12639,0.8736000061035156,0.0,{'runtime': 120},0.6887500286102295,0.20547978579998016,1.7769579887390137,128,2,pos_sym_retriever,2.0,0.0,disentangled_v2,,,1task_match_patt,17500,sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
1task_match_patt__sa=2; d=128; L=2,1task_match_patt__sa=2; d=128; L=2_train_size=20000__2024_05_10_17_18_28,87.78830409049988,1.4535890817642212,0.5424000024795532,1715375995.9820452,0.5077999830245972,0.0,{'runtime': 86},0.5044999718666077,1.3455461263656616,1.3894835710525513,128,2,,,,,,2.0,1task_match_patt,20000,sa=2; d=128; L=2
1task_match_patt__sa=2; d=128; L=2,1task_match_patt__sa=2; d=128; L=2_train_size=15000__2024_05_10_17_17_45,104.82796597480774,1.8375734090805056,0.5450000166893005,1715375970.535558,0.5177000164985657,0.0,{'runtime': 103},0.5074499845504761,1.7198082208633425,1.9565200805664065,128,2,,,,,,2.0,1task_match_patt,15000,sa=2; d=128; L=2
1task_match_patt__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,1task_match_patt__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=5000__2024_05_10_17_17_23,96.12480330467224,1.5867780447006226,0.8314999938011169,1715375939.7078393,0.7849500179290771,0.0,{'runtime': 94},0.6974999904632568,0.994067370891571,3.4248085021972656,128,2,pos_sym_retriever,1.0,1.0,disentangled_v2,,,1task_match_patt,5000,sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
1task_match_patt__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,1task_match_patt__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=15000__2024_05_10_17_16_33,110.62013292312622,1.3235963582992554,0.8883000016212463,1715375903.9242609,0.8100000023841858,0.0,{'runtime': 108},0.6144000291824341,0.5841655731201172,3.7802679538726807,128,2,pos_sym_retriever,2.0,0.0,disentangled_v2,,,1task_match_patt,15000,sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
1task_match_patt__sa=2; d=128; L=2,1task_match_patt__sa=2; d=128; L=2_train_size=12500__2024_05_10_17_16_01,99.96416664123537,2.11055064201355,0.5246000289916992,1715375861.3269756,0.5115000009536743,0.0,{'runtime': 98},0.5017499923706055,1.9534493684768677,2.2285048961639404,128,2,,,,,,2.0,1task_match_patt,12500,sa=2; d=128; L=2
1task_match_patt__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,1task_match_patt__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=17500__2024_05_10_17_15_11,128.72421598434448,1.496650457382202,0.7211999893188477,1715375840.239022,0.6780999898910522,0.0,{'runtime': 127},0.5631999969482422,1.0762641429901123,3.1390862464904785,128,2,pos_sym_retriever,1.0,1.0,disentangled_v2,,,1task_match_patt,17500,sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
1task_match_patt__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,1task_match_patt__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=12500__2024_05_10_17_14_54,93.45640468597412,1.334191918373108,0.8968999981880188,1715375787.9754727,0.8224999904632568,0.0,{'runtime': 92},0.6559500098228455,0.5366474390029907,3.740818738937378,128,2,pos_sym_retriever,2.0,0.0,disentangled_v2,,,1task_match_patt,12500,sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
1task_match_patt__sa=2; d=128; L=2,1task_match_patt__sa=2; d=128; L=2_train_size=5000__2024_05_10_17_14_32,83.57833933830261,3.0094587802886963,0.5149000287055969,1715375756.5670283,0.5052000284194946,0.0,{'runtime': 82},0.5029500126838684,2.835336446762085,4.187388896942139,128,2,,,,,,2.0,1task_match_patt,5000,sa=2; d=128; L=2
1task_match_patt__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,1task_match_patt__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=5000__2024_05_10_17_13_32,79.12224459648132,2.8647468090057373,0.5235999822616577,1715375691.3111346,0.5084499716758728,0.0,{'runtime': 77},0.5106499791145325,2.8533401489257812,2.5658984184265137,128,2,pos_sym_retriever,2.0,0.0,disentangled_v2,,,1task_match_patt,5000,sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
1task_match_patt__sa=2; d=128; L=2,1task_match_patt__sa=2; d=128; L=2_train_size=25000__2024_05_10_17_13_23,94.56082224845886,1.6309051513671875,0.5688999891281128,1715375697.9856234,0.5160999894142151,0.0,{'runtime': 92},0.5115000009536743,1.3903067111968994,1.72124981880188,128,2,,,,,,2.0,1task_match_patt,25000,sa=2; d=128; L=2
1task_match_patt__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,1task_match_patt__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=15000__2024_05_10_17_13_04,122.34511733055116,1.326006293296814,0.8894000053405762,1715375707.3348882,0.8177499771118164,0.0,{'runtime': 121},0.6347000002861023,0.6282194256782532,3.992514133453369,128,2,pos_sym_retriever,1.0,1.0,disentangled_v2,,,1task_match_patt,15000,sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
1task_match_patt__sa=2; d=128; L=2,1task_match_patt__sa=2; d=128; L=2_train_size=17500__2024_05_10_17_12_38,110.20427393913268,1.8449525833129885,0.5408999919891357,1715375669.020033,0.5088000297546387,0.0,{'runtime': 108},0.5049999952316284,1.64973247051239,1.569729566574097,128,2,,,,,,2.0,1task_match_patt,17500,sa=2; d=128; L=2
1task_match_patt__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,1task_match_patt__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=25000__2024_05_10_17_11_51,158.14875507354736,1.653823971748352,0.906000018119812,1715375670.045546,0.7541999816894531,0.0,{'runtime': 156},0.5422000288963318,0.3750472664833069,3.336843252182007,128,2,pos_sym_retriever,2.0,0.0,disentangled_v2,,,1task_match_patt,25000,sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
1task_match_patt__sa=2; d=128; L=2,1task_match_patt__sa=2; d=128; L=2_train_size=22500__2024_05_10_17_11_47,91.70362734794617,1.6563961505889893,0.5687000155448914,1715375598.9943893,0.5337499976158142,0.0,{'runtime': 90},0.5328500270843506,1.4540867805480957,2.116802453994751,128,2,,,,,,2.0,1task_match_patt,22500,sa=2; d=128; L=2
1task_match_patt__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,1task_match_patt__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=17500__2024_05_10_17_11_46,101.43189978599548,0.9983697533607484,0.8988000154495239,1715375608.6892498,0.8251500129699707,0.0,{'runtime': 100},0.6365500092506409,0.37629666924476624,2.7522616386413574,128,2,pos_sym_retriever,2.0,0.0,disentangled_v2,,,1task_match_patt,17500,sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
1task_match_patt__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,1task_match_patt__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=12500__2024_05_10_17_11_04,116.57391262054443,1.0041663646697998,0.895799994468689,1715375581.1690743,0.8420500159263611,0.0,{'runtime': 115},0.6832000017166138,0.45766523480415344,2.680155038833618,128,2,pos_sym_retriever,1.0,1.0,disentangled_v2,,,1task_match_patt,12500,sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
1task_match_patt__sa=2; d=128; L=2,1task_match_patt__sa=2; d=128; L=2_train_size=15000__2024_05_10_17_10_48,106.40059208869934,2.021262884140014,0.531499981880188,1715375555.0597322,0.5037500262260437,0.0,{'runtime': 105},0.5008500218391418,1.8867361545562744,1.8145636320114136,128,2,,,,,,2.0,1task_match_patt,15000,sa=2; d=128; L=2
