group,name,_runtime,test/loss_hexos,test/acc_in_distribution,_timestamp,test/acc_hexos,_step,_wandb,test/acc_stripes,test/loss_in_distribution,test/loss_stripes,d_model,n_layers,symbol_retrieval,n_heads_rca,n_heads_sa,rca_type,rca_kwargs.symmetric_rels,n_heads,task,train_size,model_name
1task_between__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,1task_between__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=1250__2024_05_10_15_18_20,95.26239585876463,0.9549117088317872,0.8964999914169312,1715368795.627394,0.8648800253868103,0.0,{'runtime': 93},0.8507999777793884,0.7357538342475891,0.5645249485969543,128,2,pos_sym_retriever,1.0,1.0,disentangled_v2,,,1task_between,1250,sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
occurs__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,occurs__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=750__2024_05_10_15_18_16,75.0548644065857,1.7227495908737185,0.8547999858856201,1715368774.7823963,0.8033999800682068,0.0,{'runtime': 74},0.7750499844551086,1.262213945388794,1.539412260055542,128,2,pos_sym_retriever,2.0,0.0,disentangled_v2,,,occurs,750,sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
xoccurs__sa=2; d=128; L=2,xoccurs__sa=2; d=128; L=2_train_size=1500__2024_05_10_15_18_06,64.42398190498352,2.622253894805908,0.5659000277519226,1715368750.5743968,0.5551499724388123,0.0,{'runtime': 63},0.5551999807357788,2.777775287628174,2.3347861766815186,128,2,,,,,,2.0,xoccurs,1500,sa=2; d=128; L=2
occurs__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,occurs__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=750__2024_05_10_15_18_04,76.05709648132324,1.1260167360305786,0.8320000171661377,1715368760.9144645,0.8025500178337097,0.0,{'runtime': 74},0.6748499870300293,0.9999886751174928,1.6505968570709229,128,2,pos_sym_retriever,1.0,1.0,disentangled_v2,,,occurs,750,sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
same__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,same__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=2500__2024_05_10_15_17_52,88.79957437515259,0.7716687321662903,0.9314000010490416,1715368760.8701873,0.8971999883651733,0.0,{'runtime': 87},0.8873000144958496,0.4879284203052521,0.5814717411994934,128,2,pos_sym_retriever,2.0,0.0,disentangled_v2,,,same,2500,sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
occurs__sa=2; d=128; L=2,occurs__sa=2; d=128; L=2_train_size=500__2024_05_10_15_17_52,76.6908311843872,2.808051109313965,0.570900022983551,1715368749.290337,0.5499500036239624,0.0,{'runtime': 75},0.5378999710083008,2.885596513748169,4.071679592132568,128,2,,,,,,2.0,occurs,500,sa=2; d=128; L=2
same__sa=2; d=128; L=2,same__sa=2; d=128; L=2_train_size=1000__2024_05_10_15_17_48,72.61600351333618,0.8129379153251648,0.891700029373169,1715368741.5250795,0.8746500015258789,0.0,{'runtime': 71},0.8744999766349792,0.6921520233154297,0.7503995299339294,128,2,,,,,,2.0,same,1000,sa=2; d=128; L=2
1task_between__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,1task_between__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=2250__2024_05_10_15_17_34,88.97830414772034,1.0908327102661133,0.9258999824523926,1715368743.500548,0.8899999856948853,0.0,{'runtime': 87},0.8666999936103821,0.7249807119369507,0.9885273575782776,128,2,pos_sym_retriever,2.0,0.0,disentangled_v2,,,1task_between,2250,sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
1task_between__sa=2; d=128; L=2,1task_between__sa=2; d=128; L=2_train_size=500__2024_05_10_15_17_30,69.13536977767944,2.5489730834960938,0.6358000040054321,1715368719.5079248,0.6325200200080872,0.0,{'runtime': 67},0.6321799755096436,2.856578826904297,2.2521533966064453,128,2,,,,,,2.0,1task_between,500,sa=2; d=128; L=2
same__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,same__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=2250__2024_05_10_15_17_02,91.84398365020752,0.586734414100647,0.9352999925613404,1715368714.3937347,0.9139500260353088,0.0,{'runtime': 90},0.916800022125244,0.4041972756385803,0.43632972240448,128,2,pos_sym_retriever,1.0,1.0,disentangled_v2,,,same,2250,sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
xoccurs__sa=2; d=128; L=2,xoccurs__sa=2; d=128; L=2_train_size=1250__2024_05_10_15_16_58,63.776511669158936,3.0218987464904785,0.5601999759674072,1715368682.3685975,0.5590500235557556,0.0,{'runtime': 62},0.5584499835968018,2.902634382247925,3.2106821537017822,128,2,,,,,,2.0,xoccurs,1250,sa=2; d=128; L=2
occurs__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,occurs__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=500__2024_05_10_15_16_57,75.38322496414185,2.38183069229126,0.8156999945640564,1715368692.502254,0.7615000009536743,0.0,{'runtime': 73},0.7560499906539917,1.603324294090271,1.6460429430007937,128,2,pos_sym_retriever,2.0,0.0,disentangled_v2,,,occurs,500,sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
xoccurs__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,xoccurs__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=2250__2024_05_10_15_16_54,82.72828149795532,1.291400909423828,0.8808000087738037,1715368697.7524023,0.8116000294685364,0.0,{'runtime': 81},0.7735999822616577,0.7852379679679871,1.1819759607315063,128,2,pos_sym_retriever,1.0,1.0,disentangled_v2,,,xoccurs,2250,sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
occurs__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,occurs__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=500__2024_05_10_15_16_45,74.17287063598633,1.6108863353729248,0.8273000121116638,1715368679.7271826,0.7709000110626221,0.0,{'runtime': 72},0.6639500260353088,1.2332847118377686,3.41369891166687,128,2,pos_sym_retriever,1.0,1.0,disentangled_v2,,,occurs,500,sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
xoccurs__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,xoccurs__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=1500__2024_05_10_15_16_44,91.54767274856567,1.701091170310974,0.771399974822998,1715368695.939608,0.7117999792098999,0.0,{'runtime': 90},0.6381999850273132,1.3010852336883545,1.9690115451812744,128,2,pos_sym_retriever,2.0,0.0,disentangled_v2,,,xoccurs,1500,sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
1task_between__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,1task_between__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=1000__2024_05_10_15_16_42,93.6450128555298,1.537612795829773,0.7840999960899353,1715368696.6764655,0.7690799832344055,0.0,{'runtime': 92},0.7374600172042847,1.3443228006362915,1.987868905067444,128,2,pos_sym_retriever,1.0,1.0,disentangled_v2,,,1task_between,1000,sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
same__sa=2; d=128; L=2,same__sa=2; d=128; L=2_train_size=750__2024_05_10_15_16_33,71.51841473579407,1.1713930368423462,0.8269000053405762,1715368665.0614057,0.8119999766349792,0.0,{'runtime': 70},0.8533499836921692,1.1055408716201782,0.8279452323913574,128,2,,,,,,2.0,same,750,sa=2; d=128; L=2
occurs__sa=2; d=128; L=2,occurs__sa=2; d=128; L=2_train_size=250__2024_05_10_15_16_30,77.46766686439514,3.959467887878418,0.5455999970436096,1715368667.778807,0.5393499732017517,0.0,{'runtime': 75},0.503000020980835,3.5819852352142334,4.029006004333496,128,2,,,,,,2.0,occurs,250,sa=2; d=128; L=2
1task_between__sa=2; d=128; L=2,1task_between__sa=2; d=128; L=2_train_size=250__2024_05_10_15_16_18,68.72067737579346,3.689255714416504,0.6114000082015991,1715368647.0949104,0.5960599780082703,0.0,{'runtime': 67},0.5690799951553345,3.2309553623199463,4.070056915283203,128,2,,,,,,2.0,1task_between,250,sa=2; d=128; L=2
same__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,same__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=2250__2024_05_10_15_16_17,88.7099494934082,0.6341040730476379,0.9151999950408936,1715368666.6202846,0.8992000222206116,0.0,{'runtime': 87},0.8903499841690063,0.5108786821365356,0.5073910355567932,128,2,pos_sym_retriever,2.0,0.0,disentangled_v2,,,same,2250,sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
1task_between__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,1task_between__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=2000__2024_05_10_15_16_02,87.45729446411133,0.8459487557411194,0.9391999840736388,1715368649.8137755,0.898140013217926,0.0,{'runtime': 86},0.8839200139045715,0.464176207780838,0.7061564326286316,128,2,pos_sym_retriever,2.0,0.0,disentangled_v2,,,1task_between,2000,sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
xoccurs__sa=2; d=128; L=2,xoccurs__sa=2; d=128; L=2_train_size=1000__2024_05_10_15_15_50,64.66746592521667,2.767477035522461,0.5315999984741211,1715368615.1958458,0.528249979019165,0.0,{'runtime': 62},0.5281000137329102,2.8055942058563232,2.111732482910156,128,2,,,,,,2.0,xoccurs,1000,sa=2; d=128; L=2
occurs__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,occurs__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=250__2024_05_10_15_15_37,75.76356101036072,3.546105146408081,0.6431999802589417,1715368613.662984,0.6355999708175659,0.0,{'runtime': 74},0.6500999927520752,3.7505929470062256,1.1462454795837402,128,2,pos_sym_retriever,2.0,0.0,disentangled_v2,,,occurs,250,sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
same__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,same__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=2000__2024_05_10_15_15_27,92.0255515575409,0.5141767859458923,0.9279999732971193,1715368619.3012166,0.909150004386902,0.0,{'runtime': 90},0.8999999761581421,0.414608359336853,0.4120774269104004,128,2,pos_sym_retriever,1.0,1.0,disentangled_v2,,,same,2000,sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
xoccurs__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,xoccurs__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=2000__2024_05_10_15_15_27,82.63495254516602,1.6138266324996948,0.8529000282287598,1715368610.7636757,0.7742000222206116,0.0,{'runtime': 81},0.7049499750137329,0.9491267800331116,2.03113055229187,128,2,pos_sym_retriever,1.0,1.0,disentangled_v2,,,xoccurs,2000,sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
occurs__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,occurs__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=250__2024_05_10_15_15_26,74.38693523406982,2.974015474319458,0.617900013923645,1715368600.8114812,0.6101499795913696,0.0,{'runtime': 73},0.5541499853134155,3.0287716388702393,4.0990447998046875,128,2,pos_sym_retriever,1.0,1.0,disentangled_v2,,,occurs,250,sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
same__sa=2; d=128; L=2,same__sa=2; d=128; L=2_train_size=500__2024_05_10_15_15_17,71.69050121307373,1.070375680923462,0.8334000110626221,1715368589.01818,0.8149499893188477,0.0,{'runtime': 70},0.833299994468689,1.0357990264892578,0.847731351852417,128,2,,,,,,2.0,same,500,sa=2; d=128; L=2
xoccurs__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,xoccurs__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=1250__2024_05_10_15_15_10,91.05585289001463,2.2636115550994873,0.7146999835968018,1715368601.105836,0.6546000242233276,0.0,{'runtime': 89},0.6237499713897705,1.7828105688095093,2.153815507888794,128,2,pos_sym_retriever,2.0,0.0,disentangled_v2,,,xoccurs,1250,sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
1task_between__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,1task_between__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=750__2024_05_10_15_15_04,94.2713372707367,1.4478737115859983,0.7603999972343445,1715368599.1423612,0.7467799782752991,0.0,{'runtime': 93},0.7563199996948242,1.5832154750823977,1.2672497034072876,128,2,pos_sym_retriever,1.0,1.0,disentangled_v2,,,1task_between,750,sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
occurs__sa=2; d=128; L=2,occurs__sa=2; d=128; L=2_train_size=2500__2024_05_10_15_15_03,82.73181128501892,0.6346725821495056,0.9135000109672546,1715368586.6549902,0.89410001039505,0.0,{'runtime': 81},0.795799970626831,0.4167878925800323,1.3700227737426758,128,2,,,,,,2.0,occurs,2500,sa=2; d=128; L=2
1task_between__sa=2; d=128; L=2,1task_between__sa=2; d=128; L=2_train_size=2500__2024_05_10_15_15_00,74.56187200546265,0.34301406145095825,0.9337000250816344,1715368574.767442,0.9263200163841248,0.0,{'runtime': 73},0.9410600066184998,0.28278833627700806,0.25787216424942017,128,2,,,,,,2.0,1task_between,2500,sa=2; d=128; L=2
same__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,same__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=2000__2024_05_10_15_14_45,87.72732710838318,1.3482555150985718,0.9122999906539916,1715368573.508134,0.8641999959945679,0.0,{'runtime': 86},0.8787999749183655,0.8201935291290283,0.6917539238929749,128,2,pos_sym_retriever,2.0,0.0,disentangled_v2,,,same,2000,sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
xoccurs__sa=2; d=128; L=2,xoccurs__sa=2; d=128; L=2_train_size=750__2024_05_10_15_14_43,64.23476219177246,3.001027822494507,0.5292999744415283,1715368547.6746943,0.5317000150680542,0.0,{'runtime': 62},0.5331000089645386,3.0590360164642334,2.729868650436402,128,2,,,,,,2.0,xoccurs,750,sa=2; d=128; L=2
1task_between__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,1task_between__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=1750__2024_05_10_15_14_30,87.02727699279785,0.6378556489944458,0.9372000098228456,1715368557.362965,0.9056400060653688,0.0,{'runtime': 85},0.8930799961090088,0.4163282811641693,0.42919278144836426,128,2,pos_sym_retriever,2.0,0.0,disentangled_v2,,,1task_between,1750,sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
occurs__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,occurs__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=2500__2024_05_10_15_14_12,81.38447141647339,1.136223554611206,0.9325000047683716,1715368534.0970943,0.884850025177002,0.0,{'runtime': 80},0.8085500001907349,0.6050596833229065,1.7611232995986938,128,2,pos_sym_retriever,2.0,0.0,disentangled_v2,,,occurs,2500,sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
same__sa=2; d=128; L=2,same__sa=2; d=128; L=2_train_size=250__2024_05_10_15_14_01,71.11570572853088,3.1841955184936523,0.660099983215332,1715368512.3421688,0.6407999992370605,0.0,{'runtime': 69},0.5860000252723694,2.8732244968414307,3.3610827922821045,128,2,,,,,,2.0,same,250,sa=2; d=128; L=2
xoccurs__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,xoccurs__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=1750__2024_05_10_15_14_00,83.17223262786865,1.1162638664245603,0.8585000038146973,1715368523.892799,0.79830002784729,0.0,{'runtime': 81},0.7526999711990356,0.7718378305435181,1.2733944654464722,128,2,pos_sym_retriever,1.0,1.0,disentangled_v2,,,xoccurs,1750,sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
occurs__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,occurs__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=2500__2024_05_10_15_14_00,80.95924544334412,1.2162705659866333,0.9240999817848206,1715368521.2163124,0.884850025177002,0.0,{'runtime': 79},0.8440499901771545,0.6918906569480896,1.3482403755187988,128,2,pos_sym_retriever,1.0,1.0,disentangled_v2,,,occurs,2500,sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
same__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,same__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=1750__2024_05_10_15_13_52,90.02037310600281,1.014598727226257,0.9082000255584716,1715368522.8148372,0.8683500289916992,0.0,{'runtime': 88},0.878000020980835,0.6499951481819153,0.6254857182502747,128,2,pos_sym_retriever,1.0,1.0,disentangled_v2,,,same,1750,sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
1task_between__sa=2; d=128; L=2,1task_between__sa=2; d=128; L=2_train_size=2250__2024_05_10_15_13_40,74.58790397644043,0.981104612350464,0.8827000260353088,1715368495.467193,0.8510800004005432,0.0,{'runtime': 73},0.8362200260162354,0.7024983167648315,1.1019989252090454,128,2,,,,,,2.0,1task_between,2250,sa=2; d=128; L=2
xoccurs__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,xoccurs__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=1000__2024_05_10_15_13_35,90.09141039848328,2.346627712249756,0.6444000005722046,1715368506.0992353,0.6200500130653381,0.0,{'runtime': 88},0.5824000239372253,2.2049129009246826,2.7836129665374756,128,2,pos_sym_retriever,2.0,0.0,disentangled_v2,,,xoccurs,1000,sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
xoccurs__sa=2; d=128; L=2,xoccurs__sa=2; d=128; L=2_train_size=500__2024_05_10_15_13_36,62.69993305206299,3.323702335357666,0.5235000252723694,1715368479.036622,0.5226500034332275,0.0,{'runtime': 61},0.5199499726295471,3.317775011062622,3.1192617416381836,128,2,,,,,,2.0,xoccurs,500,sa=2; d=128; L=2
occurs__sa=2; d=128; L=2,occurs__sa=2; d=128; L=2_train_size=2250__2024_05_10_15_13_35,83.19022107124329,0.7407862544059753,0.849399983882904,1715368498.5540211,0.840499997138977,0.0,{'runtime': 81},0.7465000152587891,0.6346256732940674,1.4831243753433228,128,2,,,,,,2.0,occurs,2250,sa=2; d=128; L=2
1task_between__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,1task_between__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=500__2024_05_10_15_13_28,92.34380650520325,1.5927551984786987,0.769599974155426,1715368500.9183245,0.7484599947929382,0.0,{'runtime': 91},0.7264599800109863,1.525493621826172,1.613403558731079,128,2,pos_sym_retriever,1.0,1.0,disentangled_v2,,,1task_between,500,sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
same__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,same__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=1750__2024_05_10_15_13_13,86.91202402114868,1.296736478805542,0.88919997215271,1715368480.055549,0.8420500159263611,0.0,{'runtime': 85},0.80035001039505,0.9010199904441832,0.7912183403968811,128,2,pos_sym_retriever,2.0,0.0,disentangled_v2,,,same,1750,sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
1task_between__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,1task_between__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=1500__2024_05_10_15_12_59,85.42176032066345,0.7960545420646667,0.906000018119812,1715368465.3586454,0.8809199929237366,0.0,{'runtime': 84},0.8888599872589111,0.6041663289070129,0.5158905982971191,128,2,pos_sym_retriever,2.0,0.0,disentangled_v2,,,1task_between,1500,sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
occurs__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,occurs__sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=2250__2024_05_10_15_12_48,81.11567711830139,1.265211582183838,0.9223999977111816,1715368449.4234002,0.8754500150680542,0.0,{'runtime': 79},0.8152499794960022,0.7283838391304016,1.8608627319335935,128,2,pos_sym_retriever,2.0,0.0,disentangled_v2,,,occurs,2250,sa=0; rca=2; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
same__sa=2; d=128; L=2,same__sa=2; d=128; L=2_train_size=2500__2024_05_10_15_12_40,76.28835034370422,0.40520885586738586,0.9556000232696532,1715368437.148379,0.9328500032424928,0.0,{'runtime': 74},0.9071999788284302,0.2583528161048889,0.5673226118087769,128,2,,,,,,2.0,same,2500,sa=2; d=128; L=2
xoccurs__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,xoccurs__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=1500__2024_05_10_15_12_36,80.59968757629395,1.905248999595642,0.7547000050544739,1715368437.4900885,0.6912999749183655,0.0,{'runtime': 78},0.6384000182151794,1.4574671983718872,2.4924027919769287,128,2,pos_sym_retriever,1.0,1.0,disentangled_v2,,,xoccurs,1500,sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
occurs__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,occurs__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=2250__2024_05_10_15_12_34,81.64475202560425,1.1697763204574585,0.9229999780654908,1715368436.58312,0.8859999775886536,0.0,{'runtime': 80},0.8019499778747559,0.6856110095977783,1.987167239189148,128,2,pos_sym_retriever,1.0,1.0,disentangled_v2,,,occurs,2250,sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
xoccurs__sa=2; d=128; L=2,xoccurs__sa=2; d=128; L=2_train_size=250__2024_05_10_15_12_30,62.12903332710266,5.605515003204346,0.5009999871253967,1715368413.1255713,0.5044999718666077,0.0,{'runtime': 60},0.503250002861023,5.433030605316162,5.769315719604492,128,2,,,,,,2.0,xoccurs,250,sa=2; d=128; L=2
1task_between__sa=2; d=128; L=2,1task_between__sa=2; d=128; L=2_train_size=2000__2024_05_10_15_12_21,74.84936261177063,0.7130777835845947,0.8777999877929688,1715368416.1481595,0.8617600202560425,0.0,{'runtime': 72},0.8563600182533264,0.6135294437408447,0.6327362656593323,128,2,,,,,,2.0,1task_between,2000,sa=2; d=128; L=2
same__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever,same__sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever_train_size=1500__2024_05_10_15_12_18,89.24820637702942,0.7303987145423889,0.89410001039505,1715368427.7642934,0.8708500266075134,0.0,{'runtime': 87},0.8456500172615051,0.6196519732475281,0.685888409614563,128,2,pos_sym_retriever,1.0,1.0,disentangled_v2,,,same,1500,sa=1; rca=1; d=128; L=2; rca_type=disentangled_v2; sym_rel=True; symbol_type=pos_sym_retriever
